OR,1600204,PERENNIALS                    ,045931,#1,AQUILEGIA CAE ORIGAMI YELLOW,Origami Yellow Columbine                                                                            ,PRN,03,2007,, 4.20 ,     , 10 , 255 , ," 1,071.00 ",     ,     ,     ,     ,03/01/16    
OR,1600204,PERENNIALS                    ,003041,#1,ARMERIA MAR BLOODSTONE,Bloodstone Thrift                                                                                   ,PRN,03,    ,, 4.20 ,     , 10 , 222 , , 932.40 , 65 ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,001011,#1,ARTEMISIA SCHM SILVER MOUND,Silvermound Artemisia                                                                               ,PRN,03,    ,, 4.20 ,     , 10 , 42 , , 176.40 ,     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,412531,#1,ASTER N-A VIBRANT DOME,Vibrant Dome New England Aster                                                                      ,PRN,04,2015,, 4.20 ,     , 10 , 112 , , 470.40 ,     ,     ,     ,     ,11/15/15    
OR,1600204,PERENNIALS                    ,412541,#1,ASTILBE DELFT LACE,Delft Lace Astilbe                                                                                  ,PRN,04,2015,, 4.20 ,     , 10 , 75 , , 315.00 ,     ,     ,     ,     ,03/01/16    
GA,1577163,PERENNIALS                    ,003511,#1,ASTILBE DEUTSCHLAND,Deutschland Astilbe                                                                                 ,PRN,04,    ,, 4.20 ,     , 10 , 218 , , 915.60 ,     ,     ,     ,     ,03/28/16    
OR,1600204,PERENNIALS                    ,00350UT,LittleOne,ASTILBE FANAL,Fanal Astilbe                                                                                       ,PRN,04,    ,, 2.60 ,     , 16 , 495 , ," 1,287.00 ",     ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,001631,#1,ASTILBE HENNIE GRAAFLAND,Hennie Graafland Star Astilbe                                                                       ,PRN,04,2005,, 4.20 ,     , 10 , 125 , , 525.00 ,     ,     ,     ,     ,11/01/15    
GA,1577163,PERENNIALS                    ,001681,#1,ASTILBE RED SENTINEL,Red Sentinel Astilbe                                                                                ,PRN,04,2005,, 4.20 ,     , 10 , 30 , , 126.00 ,     ,     ,     ,     ,11/01/15    
OR,1600204,PERENNIALS                    ,00354UT,LittleOne,ASTILBE RHEINLAND,Rheinland Astilbe                                                                                   ,PRN,04,    ,, 2.60 ,     , 16 , 475 , ," 1,235.00 ",     ,     ,     ,     ,Now         
OR,1600204,PERENNIALS                    ,003541,#1,ASTILBE RHEINLAND,Rheinland Astilbe                                                                                   ,PRN,04,    ,, 4.20 ,     , 10 , 125 , , 525.00 , 1 ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,003541,#1,ASTILBE RHEINLAND,Rheinland Astilbe                                                                                   ,PRN,04,    ,, 4.20 ,     , 10 , 24 , , 100.80 ,     ,     ,     ,     ,11/01/15    
OR,1600204,PERENNIALS                    ,003531,#1,ASTILBE SPRITE,Sprite Dwarf Astilbe                                                                                ,PRN,04,1994,, 4.20 ,     , 10 , 50 , , 210.00 ,     ,     ,     ,     ,01/01/16    
GA,1577163,PERENNIALS                    ,400811,#1,ASTILBE YOUNIQUE CRM TM P20324,Younique™  Carmine Astilbe                                                                          ,PRN,04,    ,, 4.20 ,     , 10 , 32 , , 134.40 ,     ,     ,     ,     ,03/28/16    
OR,1600204,PERENNIALS                    ,400821,#1,ASTILBE YOUNIQUE SLP TM P20656,Younique™  Silvery Pink Astilbe                                                                     ,PRN,04,    ,, 4.20 ,     , 10 , 175 , , 735.00 ,     ,     ,     ,     ,03/01/16    
GA,1577163,PERENNIALS                    ,400821,#1,ASTILBE YOUNIQUE SLP TM P20656,Younique™  Silvery Pink Astilbe                                                                     ,PRN,04,    ,, 4.20 ,     , 10 , 12 , , 50.40 ,     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,412561,#1,CHRY (LEU) REAL CHARMER PPAF,Real Charmer Shasta Daisy                                                                           ,PRN,05,2015,, 4.60 ,     , 10 , 174 , , 800.40 ,     ,     ,     ,     ,03/28/16    
OR,1600204,PERENNIALS                    ,412571,#1,CHRY (LEU) REAL GALAXY PPAF,Real Galaxy Shasta Daisy                                                                            ,PRN,05,2015,, 4.60 ,     , 10 , 356 , ," 1,637.60 ", 33 ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,407861,#1,CHRY (LEUCA) X REAL GLORY,Real Glory Shasta Daisy                                                                             ,PRN,05,    ,, 4.60 ,     , 10 , 4 , , 18.40 ,     ,     ,     ,     ,03/28/16    
OR,1600204,PERENNIALS                    ,004221,#1,CHRYS (LEUCANTH) X SUP SNOWCAP,Snowcap Shasta Daisy                                                                                ,PRN,05,    ,, 4.20 ,     , 10 , 39 , , 163.80 ,     ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,004221,#1,CHRYS (LEUCANTH) X SUP SNOWCAP,Snowcap Shasta Daisy                                                                                ,PRN,05,    ,, 4.20 ,     , 10 , 415 , ," 1,743.00 ",     ,     ,     ,     ,03/28/16    
CA,1600280,PERENNIALS                    ,078721,#1,CORE BIGBANG TM CSMC EY P22601,Big Bang™  Cosmic Eye Tickseed                                                                      ,PRN,05,2012,, 4.60 ,     , 10 , 300 , ," 1,380.00 ",     ,     ,     ,     ,03/01/16    
GA,1577163,PERENNIALS                    ,088891,#1,CORE BIGBANG TM MRCRY RSNG PAF,Big Bang™  Mercury Rising Tickseed                                                                  ,PRN,05,2013,, 4.60 ,     , 10 , 75 , , 345.00 ,     ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,018401,#1,CORE CRUZIN' TM BROAD STRT PAF,Broad Street Tickseed (Cruizin' Series)                                                             ,PRN,05,2014,, 4.60 ,     , 10 , 67 , , 308.20 ,     ,     ,     ,     ,12/01/15    
GA,1577163,PERENNIALS                    ,018421,#1,CORE CRUZIN' TM ELCTRC AVE PAF,Electric Avenue Tickseed (Cruizin' Series)                                                          ,PRN,05,2014,, 4.60 ,     , 10 , 262 , ," 1,205.20 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,018411,#1,CORE CRUZIN' TM MAIN STRT PAF,Main Street Tickseed (Cruizin' Series)                                                              ,PRN,05,2014,, 4.60 ,     , 10 , 42 , , 193.20 ,     ,     ,     ,     ,03/28/16    
OR,1600204,PERENNIALS                    ,408551,#1,CORE LIL' BANG TM DAYBREAK PAF,Lil' Bang™  Daybreak Tickseed                                                                       ,PRN,05,2015,, 4.60 ,     , 10 , 148 , , 680.80 ,     ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,408551,#1,CORE LIL' BANG TM DAYBREAK PAF,Lil' Bang™  Daybreak Tickseed                                                                       ,PRN,05,2015,, 4.60 ,     , 10 , 76 , , 349.60 ,     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,408541,#1,CORE LIL' BANG TM RED ELF,Lil' Bang™  Red Elf Tickseed                                                                        ,PRN,05,2015,, 4.60 ,     , 10 , 61 , , 280.60 ,     ,     ,     ,     ,12/01/15    
OR,1600204,PERENNIALS                    ,408531,#1,CORE LIL' BANG TM STARLIGHT,Lil' Bang™  Starlight Tickseed                                                                      ,PRN,05,2015,, 4.60 ,     , 10 , 150 , , 690.00 ,     ,     ,     ,     ,Now         
GA,1603105,LATE PERENNIALS               ,02796UT,LittleOne,COREOPSIS VERT MOONBEAM,Moonbeam Threadleaf Tickseed                                                                        ,PRN,03,    ,, 2.60 ,     , 16 , 62 , , 161.20 ,     ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,027971,#1,COREOPSIS VERT ZAGREB,Zagreb Threadleaf Tickseed                                                                          ,PRN,03,    ,, 4.20 ,     , 10 , 49 , , 205.80 , 4 ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,004591,#1,DELPHINIUM GRAND BLUE MIRROR,Blue Mirror Delphinium                                                                              ,PRN,03,    ,, 4.20 ,     , 10 ," 1,000 ", ," 4,200.00 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,412591,#1,DIAN WHETMAN STARS STARGAZER,Whetman Stars™  Stargazer Pink                                                                      ,PRN,04,2015,, 4.60 ,     , 10 , 139 , , 639.40 ,     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,412601,#1,DIAN WHETMAN STARS SUPERSTAR,Whetman Stars™  Superstar Dianthus                                                                  ,PRN,05,2015,, 4.60 ,     , 10 , 123 , , 565.80 ,     ,     ,     ,     ,03/28/16    
CA,1600280,PERENNIALS                    ,073521,#1,DIANTHUS DRAGON FRUIT PPAF,Dragon Fruit Pink                                                                                   ,PRN,04,2010,, 4.80 ,     , 10 , 450 , ," 2,160.00 ",     ,     ,     ,     ,04/01/16    
GA,1577163,PERENNIALS                    ,05968UT,LittleOne,DIANTHUS FIRE STAR PP14895,Fire Star Maiden Pink                                                                               ,PRN,05,2010,, 2.60 ,     , 16 , 500 , ," 1,300.00 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,031331,#1,DIANTHUS FROSTY FIRE,Frosty Fire Cheddar Pink                                                                            ,PRN,02,    ,, 4.20 ,     , 10 , 500 , ," 2,100.00 ",     ,     ,     ,     ,04/15/16    
GA,1577163,PERENNIALS                    ,04596UT,LittleOne,DIANTHUS NEON STAR PP14549,Neon Star Maiden Pink                                                                               ,PRN,04,2007,, 2.60 ,     , 16 , 500 , ," 1,300.00 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,410421,#1,DIGITALIS FXLGT TM RBY GLW PAF,Foxlight Ruby Glow Foxglove                                                                         ,PRN,07,2015,, 5.40 ,     , 10 , 488 , ," 2,635.20 ",     ,     ,     ,     ,03/27/16    
GA,1577163,PERENNIALS                    ,004871,#1,DIGITALIS PURPUREA FOXY,Foxy Foxglove                                                                                       ,PRN,04,    ,, 4.20 ,     , 10 , 168 , , 705.60 ,     ,     ,     ,     ,03/28/16    
GA,1603105,LATE PERENNIALS               ,06350UT,LittleOne,ECHEVERIA BLACK PRINCE,Black Prince Echeveria                                                                              ,CAC,09,2011,, 3.40 ,     , 16 , 200 , , 680.00 ,     ,     ,     ,     ,04/15/16    
CA,1577261,VISALIA BOOKING               ,063481,#1,ECHEVERIA RUNYONII TOPSY TURVY,Retro Succulents®  Topsy Turvy™  Echeveria                                                          ,CAC,09,2010,, 6.00 ,     , 10 , 190 , ," 1,140.00 ", 226 ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,08702UT,LittleOne,ECHINACEA CHEYENNE SPIRIT,Cheyenne Spirit Echinacea                                                                           ,PRN,04,2013,, 2.60 ,     , 16 , 58 , , 150.80 ,     ,     ,     ,     ,04/27/16    
GA,1577163,PERENNIALS                    ,003121,#1,ECHINACEA POWWOW R WHITE,PowWow®  White Coneflower                                                                           ,PRN,03,2012,, 4.80 ,     , 10 , 400 , ," 1,920.00 ",     ,     ,     ,     ,04/15/16    
GA,1577163,PERENNIALS                    ,00299UT,LittleOne,ECHINACEA POWWOW R WILDBERRY,PowWow®  Wild Berry Coneflower                                                                      ,PRN,03,2011,, 2.60 ,     , 16 , 800 , ," 2,080.00 ",     ,     ,     ,     ,04/27/16    
GA,1577163,PERENNIALS                    ,036281,#1,ECHINACEA SUNDOWN TM PP17659,Sundown Big Sky™  Series Coneflower                                                                 ,PRN,04,2006,, 5.80 ,     , 10 , 499 , ," 2,894.20 ",     ,     ,     ,     ,04/15/16    
GA,1577163,PERENNIALS                    ,412641,#1,GAILLARDIA FANFARE REGAL PPAF,Fanfare Regal Blanket Flower                                                                        ,PRN,03,2015,, 4.80 ,     , 10 , 142 , , 681.60 ,     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,036441,#1,GAILLARDIA ORNGS&LEMONS P17092,Oranges & Lemons Blanket Flower                                                                     ,PRN,03,2006,, 4.80 ,     , 10 , 300 , ," 1,440.00 ",     ,     ,     ,     ,04/27/16    
CA,1600280,PERENNIALS                    ,408811,#1,GAILLARDIA SUNSET CELEBRATION,Celebration Blanket Flower                                                                          ,PRN,05,2015,, 4.80 ,     , 10 , 175 , , 840.00 ,     ,     ,     ,     ,05/15/16    
GA,1577163,PERENNIALS                    ,408761,#1,GAILLARDIA SUNSET CUTIE PPAF,Sunset Cutie Blanket Flower                                                                         ,PRN,05,2015,, 4.80 ,     , 10 , 30 , , 144.00 ,     ,     ,     ,     ,04/27/16    
GA,1577163,PERENNIALS                    ,408751,#1,GAILLARDIA SUNSET FLASH PPAF,Sunset Flash Blanket Flower                                                                         ,PRN,05,2015,, 4.80 ,     , 10 , 300 , ," 1,440.00 ",     ,     ,     ,     ,04/27/16    
GA,1577163,PERENNIALS                    ,408801,#1,GAILLARDIA SUNSET SNAPPY PPAF,Sunset Snappy Blanket Flower                                                                        ,PRN,05,2015,, 4.80 ,     , 10 , 45 , , 216.00 ,     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,028091,#1,GAURA L PINK CLOUD,Pink Cloud Gaura                                                                                    ,PRN,06,2004,, 4.20 ,     , 10 , 8 , , 33.60 , 201 ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,037961,#1,GAURA L SISKIYOU PINK,Siskiyou Pink Gaura                                                                                 ,PRN,05,2001,, 4.20 ,     , 10 , 330 , ," 1,386.00 ",     ,     ,     ,     ,04/27/16    
GA,1577163,PERENNIALS                    ,036481,#1,GAURA PASSIONATE RAINBW P17002,Passionate Rainbow Gaura                                                                            ,PRN,06,2006,, 4.20 ,     , 10 , 500 , ," 2,100.00 ",     ,     ,     ,     ,04/15/16    
GA,1577163,PERENNIALS                    ,04051UT,LittleOne,HEM HAPPY RETURNS,Happy Returns Dwarf Daylily                                                                         ,PRN,04,1999,, 2.60 ,     , 16 , 936 , ," 2,433.60 ",     ,     ,     ,     ,03/27/16    
GA,1577163,PERENNIALS                    ,04009UT,LittleOne,HEM LITTLE BUSINESS,Little Business Dwarf Daylily                                                                       ,PRN,04,    ,, 2.60 ,     , 16 , 550 , ," 1,430.00 ", 16 ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,040121,#1,HEM LITTLE GRAPETTE,Little Grapette Dwarf Daylily                                                                       ,PRN,04,    ,, 4.20 ,     , 10 , 314 , ," 1,318.80 ", 88 ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,04011UT,LittleOne,HEM STELLA DE ORO,Stella De Oro Dwarf Daylily                                                                         ,PRN,04,    ,, 2.60 , 6.99 , 16 ," 1,226 ", ," 3,187.60 ",     ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,403231,#1,HEUCHERA BERRY SMOOTHIE P21871,Berry Smoothie Coral Bells                                                                          ,PRN,04,    ,, 6.60 ,     , 10 , 76 , , 501.60 ,     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,047531,#1,HEUCHERA GEORGIA PEACH PP19375,Georgia Peach Coral Bells                                                                           ,PRN,04,2008,, 6.60 ,     , 10 , 622 , ," 4,105.20 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,412671,#1,HEUCHERA GRAPE SODA PPAF,Grape Soda Coral Bells                                                                              ,PRN,04,2015,, 6.60 ,     , 10 , 400 , ," 2,640.00 ",     ,     ,     ,     ,04/15/16    
GA,1577163,PERENNIALS                    ,029531,#1,HEUCHERA LIME RICKEY PP16210,Lime Rickey Coral Bells                                                                             ,PRN,04,2006,, 6.60 ,     , 10 , 400 , ," 2,640.00 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,028871,#1,HEUCHERA MARMALADE PP15945,Marmalade Coral Bells                                                                               ,PRN,04,2006,, 6.60 ,     , 10 , 400 , ," 2,640.00 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,045721,#1,HEUCHERA MIDNIGHT ROSE PP18551,Midnight Rose Coral Bells                                                                           ,PRN,04,2008,, 6.60 ,     , 10 , 250 , ," 1,650.00 ",     ,     ,     ,     ,04/27/16    
GA,1577163,PERENNIALS                    ,049711,#1,HEUCHERA SOUTHERN COMFORT PPAF,Southern Comfort Coral Bells                                                                        ,PRN,04,2009,, 6.60 ,     , 10 , 335 , ," 2,211.00 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,046641,#1,HEUCHERA VIL CARAMEL PP16560,Caramel Coral Bells                                                                                 ,PRN,04,2007,, 6.60 ,     , 10 , 300 , ," 1,980.00 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,076241,#1,HEUCHERELLA REDSTN FLLS P22394,Redstone Falls Trailing Foamy Bells                                                                 ,PRN,04,2013,, 6.60 ,     , 10 , 300 , ," 1,980.00 ",     ,     ,     ,     ,04/27/16    
GA,1577163,PERENNIALS                    ,407761,#1,HEUCHERELLA SOLAR ECLIPSE,Solar Eclipse Foamy Bells                                                                           ,PRN,04,    ,, 6.60 ,     , 10 , 300 , ," 1,980.00 ",     ,     ,     ,     ,04/27/16    
OR,1600204,PERENNIALS                    ,408931,#1,IBERIS SEMP WHITEOUT,Whiteout Candytuft                                                                                  ,PRN,03,2016,, 4.20 ,     , 10 , 165 , , 693.00 ,     ,     ,     ,     ,03/28/16    
OR,1600204,PERENNIALS                    ,016471,#1,IRIS EN CASCADE SPICE,Cascade Spice Japanese Iris                                                                         ,PRN,04,2007,, 4.80 ,     , 10 , 75 , , 360.00 , 91 ,     ,     ,     ,Now         
OR,1600204,PERENNIALS                    ,046361,#1,IRIS SIB BENNERUP BLUE,Bennerup Blue Siberian Iris                                                                         ,PRN,04,1992,, 4.80 ,     , 10 , 215 , ," 1,032.00 ", 39 ,     ,     ,     ,Now         
OR,1600204,PERENNIALS                    ,045971,#1,IRIS SIB BUTTER & SUGAR,Butter & Sugar Siberian Iris                                                                        ,PRN,04,1998,, 4.80 ,     , 10 , 450 , ," 2,160.00 ", 12 ,     ,     ,     ,Now         
OR,1600204,PERENNIALS                    ,046441,#1,IRIS SIB CAESAR'S BROTHER,Caesar's Brother Siberian Iris                                                                      ,PRN,04,1995,, 4.80 ,     , 10 , 120 , , 576.00 ,     ,     ,     ,     ,Now         
OR,1600204,PERENNIALS                    ,046011,#1,IRIS SIB RUFFLED VELVET,Ruffled Velvet Siberian Iris                                                                        ,PRN,04,    ,, 4.80 ,     , 10 , 82 , , 393.60 , 45 ,     ,     ,     ,Now         
OR,1600204,PERENNIALS                    ,058941,#1,LITHODORA GRACE WARD,Grace Ward Lithodora                                                                                ,PRN,06,    ,, 4.20 ,     , 10 ," 1,000 ", ," 4,200.00 "," 1,111 ",     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,05853UT,LittleOne,MELAMPODIUM LEU PLAINS BLKFOOT,Blackfoot Daisy                                                                                     ,PRN,05,2010,, 2.60 ,     , 16 ," 1,193 ", ," 3,101.80 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,061821,#1,MONARDA JACOB CLINE,Jacob Cline Bee Balm                                                                                ,PRN,04,2000,, 4.20 ,     , 10 , 173 , , 726.60 ,     ,     ,     ,     ,Now         
OR,1573696,OR BOOKING                    ,050282,#2,PAEONIA X BUCKEYE BELLE (RED),Buckeye Belle Herbaceous Peony                                                                      ,PRN,04,2009,, 16.20 ,     , 5 , 125 , ," 2,025.00 ",     ,     ,     ,     ,01/01/16    
OR,1573696,OR BOOKING                    ,063562,#2,PAEONIA X FESTIVA MAXIMA (WT),Festiva Maxima Double Herbaceous Peony                                                              ,PRN,04,2000,, 16.20 ,     , 5 , 90 , ," 1,458.00 ",     ,     ,     ,     ,01/01/16    
OR,1573696,OR BOOKING                    ,046132,#2,PAEONIA X JAN VAN LEEUWEN (WT),Jan Van Leeuwen Peony                                                                               ,PRN,04,2008,, 16.20 ,     , 5 , 59 , , 955.80 ,     ,     ,     ,     ,01/01/16    
OR,1573696,OR BOOKING                    ,063742,#2,PAEONIA X KANSAS (RED),Kansas Double Peony                                                                                 ,PRN,04,2003,, 16.20 ,     , 5 , 300 , ," 4,860.00 ", 310 ,     ,     ,     ,Now         
OR,1573696,OR BOOKING                    ,046212,#2,PAEONIA X LADY ORCHID (PINK),Lady Orchid Peony                                                                                   ,PRN,04,2008,, 16.20 ,     , 5 , 135 , ," 2,187.00 ",     ,     ,     ,     ,Now         
OR,1573696,OR BOOKING                    ,064912,#2,PAEONIA X MME EMILE DEBATENE,Madame Emile Debatene Double Peony                                                                  ,PRN,04,2007,, 16.20 ,     , 5 , 115 , ," 1,863.00 ",     ,     ,     ,     ,01/01/16    
OR,1573696,OR BOOKING                    ,024272,#2,PAEONIA X PAUL M WILD (RED),Paul M. Wild Double Peony                                                                           ,PRN,04,2005,, 16.20 ,     , 5 , 115 , ," 1,863.00 ",     ,     ,     ,     ,Now         
OR,1573696,OR BOOKING                    ,063762,#2,PAEONIA X SHIRLEY TEMPLE (WT),Shirley Temple Double Peony                                                                         ,PRN,04,2000,, 16.20 ,     , 5 , 28 , , 453.60 ,     ,     ,     ,     ,01/01/16    
GA,1577163,PERENNIALS                    ,058671,#1,PAVONIA LASA TEXAS ROCK ROSE,Texas Rock Rose                                                                                     ,PRN,08,2010,, 4.20 ,     , 10 , 750 , ," 3,150.00 ", 113 ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,409001,#1,PENST ROCK CANDY TM PINK PPAF,Rock Candy™  Pink Penstemon                                                                         ,PRN,05,2015,, 4.80 ,     , 10 , 42 , , 201.60 ,     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,064211,#1,PEROVSKIA ATRIPLICIFOLIA,Russian Sage                                                                                        ,PRN,04,1993,, 4.20 ,     , 10 , 18 , , 75.60 ,     ,     ,     ,     ,Now         
OR,1600204,PERENNIALS                    ,064341,#1,PHLOX SUB CANDY STRIPE,Candy Stripe Creeping Phlox                                                                         ,PRN,03,1994,, 4.20 ,     , 10 , 144 , , 604.80 ,     ,     ,     ,     ,Now         
OR,1600204,PERENNIALS                    ,064451,#1,PHLOX SUB EMERALD BLUE,Emerald Blue Creeping Phlox                                                                         ,PRN,03,    ,, 4.20 ,     , 10 , 160 , , 672.00 , 38 ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,036561,#1,POLE STAIRWAY TO HEAVEN P15187,Stairway To Heaven Jacob's Ladder                                                                   ,PRN,03,2006,, 5.20 ,     , 10 , 700 , ," 3,640.00 ",     ,     ,     ,     ,03/27/16    
GA,1577163,PERENNIALS                    ,06536UT,LittleOne,POLEMONIUM BRISE D'ANJOU P9781,Variegated Jacob's Ladder                                                                           ,PRN,04,    ,, 2.60 ,     , 16 , 275 , , 715.00 ,     ,     ,     ,     ,04/15/16    
GA,1577163,PERENNIALS                    ,07101UT,LittleOne,RUDBECKIA FULGIDA GOLDSTURM,Goldsturm Black Eyed Susan                                                                          ,PRN,03,1999,, 2.60 ,     , 16 , 488 , ," 1,268.80 ",     ,     ,     ,     ,03/28/16    
GA,1577163,PERENNIALS                    ,055421,#1,RUDBECKIA HIR CHERRY BRANDY,Cherry Brandy Gloriosa Daisy                                                                        ,PRN,04,2010,, 4.60 ,     , 10 , 42 , , 193.20 ,     ,     ,     ,     ,03/28/16    
CA,1600280,PERENNIALS                    ,409161,#1,RUDBECKIA SMRNA TM YLW P25243,Echibeckia™  Summerina™  Yellow                                                                     ,PRN,06,2015,, 4.60 ,     , 10 , 450 , ," 2,070.00 ",     ,     ,     ,     ,Now         
GA,1577163,PERENNIALS                    ,409171,#1,SALVIA GREGGII RADIO RED,Radio Red Autumn Sage                                                                               ,PRN,07,2015,, 4.20 ,     , 10 , 718 , ," 3,015.60 ", 219 ,     ,     ,     ,Now         
CA,1600280,PERENNIALS                    ,094291,#1,SALVIA HTWV BLAST TM PP24153,Heatwave™  Blast Sage                                                                               ,PRN,06,2010,, 4.80 ,     , 10 , 169 , , 811.20 ,     ,     ,     ,     ,Now         
CA,1600280,PERENNIALS                    ,099451,#1,SALVIA HTWV BLAZE TM PP24151,Heatwave™  Blaze Sage                                                                               ,PRN,06,2007,, 4.80 ,     , 10 , 142 , , 681.60 , 20 ,     ,     ,     ,Now         
CA,1600280,PERENNIALS                    ,094261,#1,SALVIA HTWV GLIMMER TM PP24155,Heatwave™  Glimmer Sage                                                                             ,PRN,06,2010,, 4.80 ,     , 10 , 254 , ," 1,219.20 ", 402 ,     ,     ,     ,Now         
CA,1600280,PERENNIALS                    ,094271,#1,SALVIA HTWV GLITTER TM PP24152,Heatwave™  Glitter Sage                                                                             ,PRN,06,2010,, 4.80 ,     , 10 , 194 , , 931.20 , 379 ,     ,     ,     ,Now         
