Branch,item,Description,,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future
2015,408421,CAMPANULA GLOM GENTI BLUE PPAF,,,,,,,,,
2015,408411,CAMPANULA GLOM GENTI WHITE PAF,,,,,,,,,
2015,408411,CAMPANULA GLOM GENTI WHITE PAF,,,,,,,,,
2015,412561,CHRY (LEU) REAL CHARMER PPAF,,,,,,,,,
2015,412561,CHRY (LEU) REAL CHARMER PPAF,,,,,,,,,
2015,412561,CHRY (LEU) REAL CHARMER PPAF,,,,,,,,,
2015,412561,CHRY (LEU) REAL CHARMER PPAF,,,,,,,,,
2015,412571,CHRY (LEU) REAL GALAXY PPAF,,,,,,,,,
2015,412571,CHRY (LEU) REAL GALAXY PPAF,,,,,,,,,
2015,412571,CHRY (LEU) REAL GALAXY PPAF,,,,,,,,,
2015,412571,CHRY (LEU) REAL GALAXY PPAF,,,,,,,,,
    ,40159UT,CHRYS (LEUCANTH) X FREAK PPAF,,,,,,,,,
    ,02661UT,CHRYS (LEUCANTH) X SUP CRAZY,,,,,,,,,
New ,414542TE,CLEM BLVRD R CHROKEE TM P24171,,,,,,,,,
New ,414522TE,CLEM BLVRD R FLEURI TM PP24172,,,,,,,,,
New ,414532TE,CLEM BLVRD R NINON TM PPAF,,,,,,,,,
New ,414552TE,CLEM BLVRD R PRSNNE TM PP16069,,,,,,,,,
New ,414562TE,CLEM BLVRD R REBECCA TM P21583,,,,,,,,,
New ,414572TE,CLEM BLVRD R ZARA TM PPAF,,,,,,,,,
New ,414582TE,CLEM FLORA TM BIJOU TM PP15991,,,,,,,,,
2014,046252,CLEM LOUISE ROWE,,,,,,,,,
New ,414602TE,CLEM RGL R DMANTINA TM PP20638,,,,,,,,,
New ,414612TE,CLEM RGL R EMPRESS TM P16072,,,,,,,,,
2014,022431,CLEMATIS INT BLUE RIBBONS,,,,,,,,,
2014,018401,CORE CRUZIN' TM BROAD STRT PAF,,,,,,,,,
2014,018401,CORE CRUZIN' TM BROAD STRT PAF,,,,,,,,,
2014,018401,CORE CRUZIN' TM BROAD STRT PAF,,,,,,,,,
2014,018421,CORE CRUZIN' TM ELCTRC AVE PAF,,,,,,,,,
2014,018421,CORE CRUZIN' TM ELCTRC AVE PAF,,,,,,,,,
2014,018421,CORE CRUZIN' TM ELCTRC AVE PAF,,,,,,,,,
2014,018411,CORE CRUZIN' TM MAIN STRT PAF,,,,,,,,,
2014,018411,CORE CRUZIN' TM MAIN STRT PAF,,,,,,,,,
2014,018411,CORE CRUZIN' TM MAIN STRT PAF,,,,,,,,,
2015,408551,CORE LIL' BANG TM DAYBREAK PAF,,,,,,,,,
2015,408551,CORE LIL' BANG TM DAYBREAK PAF,,,,,,,,,
2015,408551,CORE LIL' BANG TM DAYBREAK PAF,,,,,,,,,
2015,408541,CORE LIL' BANG TM RED ELF,,,,,,,,,
2015,408541,CORE LIL' BANG TM RED ELF,,,,,,,,,
2015,408541,CORE LIL' BANG TM RED ELF,,,,,,,,,
2015,408531,CORE LIL' BANG TM STARLIGHT,,,,,,,,,
2015,408531,CORE LIL' BANG TM STARLIGHT,,,,,,,,,
2015,408531,CORE LIL' BANG TM STARLIGHT,,,,,,,,,
    ,401911S,COREOPSIS DAZZLESTAR PPAF,,,,,,,,,
2014,097991,DELOS JWL OF DSRT GARNT P23471,,,,,,,,,
2014,097991,DELOS JWL OF DSRT GARNT P23471,,,,,,,,,
2014,097991,DELOS JWL OF DSRT GARNT P23471,,,,,,,,,
2014,098531,DELOS JWL OF DSRT PERIDOTT PAF,,,,,,,,,
2014,098591,DELOS JWL OF DSRT TOPAZ P23492,,,,,,,,,
2014,09859UT,DELOS JWL OF DSRT TOPAZ P23492,,,,,,,,,
2014,098591,DELOS JWL OF DSRT TOPAZ P23492,,,,,,,,,
2014,098591,DELOS JWL OF DSRT TOPAZ P23492,,,,,,,,,
2014,09723UT,DELOSPERMA FIRE WONDER PPAF,,,,,,,,,
2014,097231,DELOSPERMA FIRE WONDER PPAF,,,,,,,,,
2014,097231,DELOSPERMA FIRE WONDER PPAF,,,,,,,,,
2015,412591,DIAN WHETMAN STARS STARGAZER,,,,,,,,,
2015,412591,DIAN WHETMAN STARS STARGAZER,,,,,,,,,
2015,412591,DIAN WHETMAN STARS STARGAZER,,,,,,,,,
2015,412591,DIAN WHETMAN STARS STARGAZER,,,,,,,,,
2015,412601,DIAN WHETMAN STARS SUPERNOVA,,,,,,,,,
2015,412601,DIAN WHETMAN STARS SUPERNOVA,,,,,,,,,
2015,412601,DIAN WHETMAN STARS SUPERNOVA,,,,,,,,,
2015,412601,DIAN WHETMAN STARS SUPERNOVA,,,,,,,,,
2014,090221,DIANTHUS COSMIC TM PK SWRL PAF,,,,,,,,,
2014,090211,DIANTHUS COSMIC TM RD SWRL PAF,,,,,,,,,
    ,402301,DICENTRA IVORY HEARTS P15599,,,,,,,,,
    ,00481UT,DICENTRA KING OF HEARTS,,,,,,,,,
2015,08582UT,DISPORUM CANT MOONLIGHT P24556,,,,,,,,,
2015,085821,DISPORUM CANT MOONLIGHT P24556,,,,,,,,,
2015,085822,DISPORUM CANT MOONLIGHT P24556,,,,,,,,,
2015,085821,DISPORUM CANT MOONLIGHT P24556,,,,,,,,,
2015,085821,DISPORUM CANT MOONLIGHT P24556,,,,,,,,,
    ,402361,ECHIN DBL SCP TM BBLGM PP23103,,,,,,,,,
    ,402361,ECHIN DBL SCP TM BBLGM PP23103,,,,,,,,,
    ,402361,ECHIN DBL SCP TM BBLGM PP23103,,,,,,,,,
2015,412611,ECHIN DBL SCP TM CRANBRY PPAF,,,,,,,,,
2015,412611,ECHIN DBL SCP TM CRANBRY PPAF,,,,,,,,,
2015,412611,ECHIN DBL SCP TM CRANBRY PPAF,,,,,,,,,
    ,402351,ECHIN DBL SCP TM RSPBRY P23117,,,,,,,,,
    ,402351,ECHIN DBL SCP TM RSPBRY P23117,,,,,,,,,
    ,402351,ECHIN DBL SCP TM RSPBRY P23117,,,,,,,,,
2014,097211,ECHIN SMBRO TM FLMNCO ORNG,,,,,,,,,
2014,097211,ECHIN SMBRO TM FLMNCO ORNG,,,,,,,,,
2014,097211,ECHIN SMBRO TM FLMNCO ORNG,,,,,,,,,
2014,086821,ECHIN SMBRO TM HOT CORL P23097,,,,,,,,,
2014,086821,ECHIN SMBRO TM HOT CORL P23097,,,,,,,,,
2014,086821,ECHIN SMBRO TM HOT CORL P23097,,,,,,,,,
2014,086831,ECHIN SMBRO TM LEMON YLW PPAF,,,,,,,,,
2014,086831,ECHIN SMBRO TM LEMON YLW PPAF,,,,,,,,,
2014,086841,ECHIN SMBRO TM SALSA RD P23105,,,,,,,,,
2014,086841,ECHIN SMBRO TM SALSA RD P23105,,,,,,,,,
2014,086841,ECHIN SMBRO TM SALSA RD P23105,,,,,,,,,
2015,412621,ECHIN SUPREME FLAMINGO,,,,,,,,,
2015,412621,ECHIN SUPREME FLAMINGO,,,,,,,,,
2015,412621,ECHIN SUPREME FLAMINGO,,,,,,,,,
2015,054441,ECHINACEA FLAME THROWER P21932,,,,,,,,,
2015,054441,ECHINACEA FLAME THROWER P21932,,,,,,,,,
2015,054971,ECHINACEA HOT LAVA PPAF,,,,,,,,,
2015,054971,ECHINACEA HOT LAVA PPAF,,,,,,,,,
2015,032821,FERN-ARACHNIODES STANDISHII,,,,,,,,,
2014,097681,FERN-POLYSTICHUM XIPHOPHYLLUM,,,,,,,,,
2014,086091,FRAGARIA X ANANASSA TOSCANA,,,,,,,,,
2014,086091,FRAGARIA X ANANASSA TOSCANA,,,,,,,,,
2015,412631,GAILLARDIA FANFARE CITRNLA PAF,,,,,,,,,
2015,412631,GAILLARDIA FANFARE CITRNLA PAF,,,,,,,,,
2015,412631,GAILLARDIA FANFARE CITRNLA PAF,,,,,,,,,
2015,412641,GAILLARDIA FANFARE REGAL PPAF,,,,,,,,,
2015,412641,GAILLARDIA FANFARE REGAL PPAF,,,,,,,,,
2015,412651,GAILLARDIA SUNSET CANDY PPAF,,,,,,,,,
2015,412651,GAILLARDIA SUNSET CANDY PPAF,,,,,,,,,
2015,408811,GAILLARDIA SUNSET CELEBRATION,,,,,,,,,
2015,408811,GAILLARDIA SUNSET CELEBRATION,,,,,,,,,
2015,408811,GAILLARDIA SUNSET CELEBRATION,,,,,,,,,
2015,408811,GAILLARDIA SUNSET CELEBRATION,,,,,,,,,
2015,408761,GAILLARDIA SUNSET CUTIE PPAF,,,,,,,,,
2015,408761,GAILLARDIA SUNSET CUTIE PPAF,,,,,,,,,
2015,408761,GAILLARDIA SUNSET CUTIE PPAF,,,,,,,,,
2015,408751,GAILLARDIA SUNSET FLASH PPAF,,,,,,,,,
2015,408751,GAILLARDIA SUNSET FLASH PPAF,,,,,,,,,
2015,408801,GAILLARDIA SUNSET SNAPPY PPAF,,,,,,,,,
2015,408801,GAILLARDIA SUNSET SNAPPY PPAF,,,,,,,,,
2015,408801,GAILLARDIA SUNSET SNAPPY PPAF,,,,,,,,,
2015,408801,GAILLARDIA SUNSET SNAPPY PPAF,,,,,,,,,
2015,412661,GAURA L LITTLE JANIE,,,,,,,,,
2015,412661,GAURA L LITTLE JANIE,,,,,,,,,
2014,086711,GAURA L PINK LADY PP17494,,,,,,,,,
2015,408831,GERANIUM MISS HEIDI PPAF,,,,,,,,,
2015,408831,GERANIUM MISS HEIDI PPAF,,,,,,,,,
2015,408831,GERANIUM MISS HEIDI PPAF,,,,,,,,,
2014,065802,GR-CHASMANTHIUM LAT RIVER MIST,,,,,,,,,
2014,065801,GR-CHASMANTHIUM LAT RIVER MIST,,,,,,,,,
2014,065803,GR-CHASMANTHIUM LAT RIVER MIST,,,,,,,,,
    ,407673,GR-DESCHAMPSIA CAE PIXIE FNTN,,,,,,,,,
2014,089282,GR-DESCHAMPSIA SCHOTTLAND,,,,,,,,,
2014,089282,GR-DESCHAMPSIA SCHOTTLAND,,,,,,,,,
2014,092031,GR-ERAGROSTIS ELLI WIND DANCER,,,,,,,,,
2014,092035,GR-ERAGROSTIS ELLI WIND DANCER,,,,,,,,,
2014,092031,GR-ERAGROSTIS ELLI WIND DANCER,,,,,,,,,
2014,092035,GR-ERAGROSTIS ELLI WIND DANCER,,,,,,,,,
2014,089291,GR-HAKONECHLOA FUBUKI PP21757,,,,,,,,,
2014,089291,GR-HAKONECHLOA FUBUKI PP21757,,,,,,,,,
2014,089291,GR-HAKONECHLOA FUBUKI PP21757,,,,,,,,,
2015,005572,GR-MIS SIN MALEPARTUS,,,,,,,,,
    ,405003,GR-PAN VIR CHEYENNE SKY,,,,,,,,,
2014,022963,GR-PAN VIR NORTHWIND,,,,,,,,,
2014,022961,GR-PAN VIR NORTHWIND,,,,,,,,,
2014,022961,GR-PAN VIR NORTHWIND,,,,,,,,,
2014,022961,GR-PAN VIR NORTHWIND,,,,,,,,,
    ,405023,GR-PAN VIR RUBY RIBBONS P17944,,,,,,,,,
    ,088952,GR-PENN ALO BRGNDY BNNY P21917,,,,,,,,,
    ,088952,GR-PENN ALO BRGNDY BNNY P21917,,,,,,,,,
    ,088952,GR-PENN ALO BRGNDY BNNY P21917,,,,,,,,,
    ,405073,GR-PENN ALO FOXTROT,,,,,,,,,
    ,405083,GR-PENN ALO RED HEAD,,,,,,,,,
2014,086111,GR-SCHIZACH BL HEAVN TM P17310,,,,,,,,,
2014,086112,GR-SCHIZACH BL HEAVN TM P17310,,,,,,,,,
2014,086113,GR-SCHIZACH BL HEAVN TM P17310,,,,,,,,,
    ,406563,GR-SCHIZACHYRIUM CAROUSEL PAF,,,,,,,,,
2014,012082,GR-SPOROBOLUS HETEROLEPIS,,,,,,,,,
    ,40156UT,HEDERA HELIX DUCKFOOT,,,,,,,,,
    ,00584UT,HEDERA HELIX GLACIER,,,,,,,,,
2015,412821,HELENIUM AUT CAN CAN,,,,,,,,,
2015,412821,HELENIUM AUT CAN CAN,,,,,,,,,
2015,413081,HELIOPSIS HEL SUNSTRUCK P25524,,,,,,,,,
2014,083842,HELLE NIGER HGC JACOB PP17799,,,,,,,,,
2015,013471,HELLE WJEWELS R BLUE DIAMOND,,,,,,,,,
New ,414781,HEM EVERYDAYLILY CREAM PPAF,,,,,,,,,
New ,414791,HEM EVERYDAYLILY PINK WING PAF,,,,,,,,,
New ,414811,HEM EVERYDAYLILY VLT IVORY PAF,,,,,,,,,
New ,414811,HEM EVERYDAYLILY VLT IVORY PAF,,,,,,,,,
2014,076281,HEM RUBY SPIDER,,,,,,,,,
    ,403231,HEUCHERA BERRY SMOOTHIE P21871,,,,,,,,,
    ,403231,HEUCHERA BERRY SMOOTHIE P21871,,,,,,,,,
    ,403231,HEUCHERA BERRY SMOOTHIE P21871,,,,,,,,,
    ,403231,HEUCHERA BERRY SMOOTHIE P21871,,,,,,,,,
2014,086871,HEUCHERA CARNIVAL COCOMINT PAF,,,,,,,,,
2014,097091,HEUCHERA CARNIVAL LIMEADE PPAF,,,,,,,,,
2014,097091,HEUCHERA CARNIVAL LIMEADE PPAF,,,,,,,,,
2014,097161,HEUCHERA CARNIVAL PCH PRFT PAF,,,,,,,,,
2014,097161,HEUCHERA CARNIVAL PCH PRFT PAF,,,,,,,,,
2014,097171,HEUCHERA CARNIVAL RSE GRNT PAF,,,,,,,,,
2014,097171,HEUCHERA CARNIVAL RSE GRNT PAF,,,,,,,,,
2014,097171,HEUCHERA CARNIVAL RSE GRNT PAF,,,,,,,,,
2014,087131,HEUCHERA CARNIVAL WATRMELN PAF,,,,,,,,,
    ,403241,HEUCHERA CHERRY COLA P22967,,,,,,,,,
    ,403241,HEUCHERA CHERRY COLA P22967,,,,,,,,,
    ,086641,HEUCHERA FIRE ALARM PPAF,,,,,,,,,
    ,086641,HEUCHERA FIRE ALARM PPAF,,,,,,,,,
2015,412671,HEUCHERA GRAPE SODA PPAF,,,,,,,,,
2015,412671,HEUCHERA GRAPE SODA PPAF,,,,,,,,,
2015,412671,HEUCHERA GRAPE SODA PPAF,,,,,,,,,
2014,054481,HEUCHERELLA GOLD ZEBRA PPAF,,,,,,,,,
2014,054481,HEUCHERELLA GOLD ZEBRA PPAF,,,,,,,,,
    ,407761,HEUCHERELLA SOLAR ECLIPSE,,,,,,,,,
    ,407761,HEUCHERELLA SOLAR ECLIPSE,,,,,,,,,
    ,041171,HEUCHERELLA SWEET TEA PPAF,,,,,,,,,
    ,041171,HEUCHERELLA SWEET TEA PPAF,,,,,,,,,
    ,034712,HIB MOS DAVE FLEMING PP21392,,,,,,,,,
    ,034722,HIB MOS JAMES FLEMING PP21434,,,,,,,,,
    ,036322,HIB MOS STARDUST PP21479,,,,,,,,,
    ,034732,HIB MOS STRWBRY SWIRL PP21542,,,,,,,,,
New ,412681,HOSTA CURLY FRIES,,,,,,,,,
2014,093062,HOSTA ENTERPRISE,,,,,,,,,
2014,093061,HOSTA ENTERPRISE,,,,,,,,,
2014,093061,HOSTA ENTERPRISE,,,,,,,,,
2014,093061,HOSTA ENTERPRISE,,,,,,,,,
2014,075112,HOSTA FANTASY ISLAND,,,,,,,,,
2014,075111,HOSTA FANTASY ISLAND,,,,,,,,,
    ,40158UT,HOSTA PANDORAS BOX,,,,,,,,,
    ,062011,HOSTA PAUL'S GLORY,,,,,,,,,
    ,062011,HOSTA PAUL'S GLORY,,,,,,,,,
    ,062011,HOSTA PAUL'S GLORY,,,,,,,,,
    ,403621,HOSTA PRAYING HANDS,,,,,,,,,
    ,403621,HOSTA PRAYING HANDS,,,,,,,,,
    ,403621,HOSTA PRAYING HANDS,,,,,,,,,
    ,093111,HOSTA RAINFOREST SUNRISE,,,,,,,,,
    ,093111,HOSTA RAINFOREST SUNRISE,,,,,,,,,
2014,039471,HOSTA ROSEDALE GOLDEN GOOSE,,,,,,,,,
2014,039472,HOSTA ROSEDALE GOLDEN GOOSE,,,,,,,,,
2014,039475,HOSTA ROSEDALE GOLDEN GOOSE,,,,,,,,,
2014,075162,HOSTA THE RAZOR'S EDGE,,,,,,,,,
2014,075161,HOSTA THE RAZOR'S EDGE,,,,,,,,,
2015,093131,HOSTA VICTORY,,,,,,,,,
2015,093131,HOSTA VICTORY,,,,,,,,,
New ,408931,IBERIS SEMP WHITEOUT,,,,,,,,,
New ,408931,IBERIS SEMP WHITEOUT,,,,,,,,,
New ,408931,IBERIS SEMP WHITEOUT,,,,,,,,,
2015,086671,KNIPH LEMON POPSICLE TM PPAF,,,,,,,,,
2015,086671,KNIPH LEMON POPSICLE TM PPAF,,,,,,,,,
    ,404431,LAVAN INT PHENOMENAL PPAF,,,,,,,,,
    ,404432,LAVAN INT PHENOMENAL PPAF,,,,,,,,,
2014,074231,LAVAN INT RIVERINA TM THOMAS,,,,,,,,,
2014,086691,LAVAN PEN WITH LOVE TM PP22709,,,,,,,,,
2014,086691,LAVAN PEN WITH LOVE TM PP22709,,,,,,,,,
2014,068221,LAVANDULA ANG MELISSA LILAC,,,,,,,,,
2014,068221,LAVANDULA ANG MELISSA LILAC,,,,,,,,,
2014,088871,LAVANDULA STO SILVER ANOUK,,,,,,,,,
2015,092361,LIGULARIA S LTL ROCKET PP14621,,,,,,,,,
2014,068585,PAEONIA ITOH MORNING LILAC,,,,,,,,,
2014,062722,PAEONIA TENUIFOLIA EARLY SCOUT,,,,,,,,,
2015,096432,PAEONIA X GENERAL MACMAHON,,,,,,,,,
2015,409001,PENST ROCK CANDY TM PINK PPAF,,,,,,,,,
2015,409001,PENST ROCK CANDY TM PINK PPAF,,,,,,,,,
2015,409001,PENST ROCK CANDY TM PINK PPAF,,,,,,,,,
2015,409001,PENST ROCK CANDY TM PINK PPAF,,,,,,,,,
2015,409011,PENST ROCK CANDY TM PRPL PPAF,,,,,,,,,
2015,409011,PENST ROCK CANDY TM PRPL PPAF,,,,,,,,,
2015,409011,PENST ROCK CANDY TM PRPL PPAF,,,,,,,,,
    ,028511,PENSTEMON HET MARGARITA BOP,,,,,,,,,
    ,405201,PHLOX PAN BUBBLEGUM PINK,,,,,,,,,
    ,405201,PHLOX PAN BUBBLEGUM PINK,,,,,,,,,
    ,405201,PHLOX PAN BUBBLEGUM PINK,,,,,,,,,
    ,405221,PHLOX PAN CORAL CREME DROP,,,,,,,,,
    ,405221,PHLOX PAN CORAL CREME DROP,,,,,,,,,
    ,405221,PHLOX PAN CORAL CREME DROP,,,,,,,,,
    ,411761,PHLOX PAN COTTON CANDY PP21369,,,,,,,,,
    ,411761,PHLOX PAN COTTON CANDY PP21369,,,,,,,,,
    ,405231,PHLOX PAN GRAPE LOLLIPOP,,,,,,,,,
    ,405231,PHLOX PAN GRAPE LOLLIPOP,,,,,,,,,
2015,412841,POTENTILLA TWINKLING STAR,,,,,,,,,
2014,018632,RUDBECKIA LTLE GOLDSTAR P22397,,,,,,,,,
2014,018631,RUDBECKIA LTLE GOLDSTAR P22397,,,,,,,,,
2015,412691,SALVIA NEM BLUE MARVEL PPAF,,,,,,,,,
2015,412691,SALVIA NEM BLUE MARVEL PPAF,,,,,,,,,
2015,412691,SALVIA NEM BLUE MARVEL PPAF,,,,,,,,,
2015,412691,SALVIA NEM BLUE MARVEL PPAF,,,,,,,,,
    ,044341,SALVIA SENSATION RSE TM P18230,,,,,,,,,
    ,407941,SALVIA SNSATION R DEEP ROS PAF,,,,,,,,,
    ,407941,SALVIA SNSATION R DEEP ROS PAF,,,,,,,,,
    ,407941,SALVIA SNSATION R DEEP ROS PAF,,,,,,,,,
    ,400271,SALVIA SNSATION R SKY BLUE PAF,,,,,,,,,
    ,400271,SALVIA SNSATION R SKY BLUE PAF,,,,,,,,,
    ,400271,SALVIA SNSATION R SKY BLUE PAF,,,,,,,,,
    ,400272,SALVIA SNSATION R SKY BLUE PAF,,,,,,,,,
2014,076641,SAXIFRAGA FORT BERRY BRIGHT TM,,,,,,,,,
2014,076641,SAXIFRAGA FORT BERRY BRIGHT TM,,,,,,,,,
2015,088961,SCABIOSA COL GIGA TM BLUE,,,,,,,,,
2015,092351,SEDUM ELSIE GOLD PP20368,,,,,,,,,
2015,092351,SEDUM ELSIE GOLD PP20368,,,,,,,,,
2015,092351,SEDUM ELSIE GOLD PP20368,,,,,,,,,
2015,412721,SEDUM SSPKLR R FIRE CRACKR PAF,,,,,,,,,
2015,41272UT,SEDUM SSPKLR R FIRE CRACKR PAF,,,,,,,,,
2015,412721,SEDUM SSPKLR R FIRE CRACKR PAF,,,,,,,,,
2015,41272UT,SEDUM SSPKLR R FIRE CRACKR PAF,,,,,,,,,
2015,412721,SEDUM SSPKLR R FIRE CRACKR PAF,,,,,,,,,
    ,406601,SEDUM SUNSPARLKER R BL PRL PAF,,,,,,,,,
2015,057161,SEDUM X AUTUMN CHARM PP14421,,,,,,,,,
2015,057161,SEDUM X AUTUMN CHARM PP14421,,,,,,,,,
2015,057161,SEDUM X AUTUMN CHARM PP14421,,,,,,,,,
2014,011011,SISYRINCHIUM ANG BLUE NOTE TM,,,,,,,,,
2014,022511,STOKESIA LAEVIS PEACHIE'S PICK,,,,,,,,,
2015,412851,TIARELLA JEEPERS CRPRS PP13437,,,,,,,,,
2015,412851,TIARELLA JEEPERS CRPRS PP13437,,,,,,,,,
2014,079551,VERONICA HYB TIDAL POOL PPAF,,,,,,,,,
2014,079481,VERONICA HYB WHITE WATER PPAF,,,,,,,,,
2015,409261,VERONICA MDY BLUES LT BLU PPAF,,,,,,,,,
2015,409261,VERONICA MDY BLUES LT BLU PPAF,,,,,,,,,
2015,409261,VERONICA MDY BLUES LT BLU PPAF,,,,,,,,,
2015,409271,VERONICA MDY BLUES MAUVE PPAF,,,,,,,,,
2015,409271,VERONICA MDY BLUES MAUVE PPAF,,,,,,,,,
2015,409271,VERONICA MDY BLUES MAUVE PPAF,,,,,,,,,
2015,409251,VERONICA MDY BLUES PINK PPAF,,,,,,,,,
2015,409251,VERONICA MDY BLUES PINK PPAF,,,,,,,,,
2015,409251,VERONICA MDY BLUES PINK PPAF,,,,,,,,,
New ,412861,VERONICA VERNIQUE TM BLUE,,,,,,,,,
New ,412871,VERONICA VERNIQUE TM ROSE,,,,,,,,,
    ,01317UT,VINCA MIN ILLUMINATION PP12132,,,,,,,,,
2015,412901,VIOLA MGNFI SCNT TM SNY JM PAF,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
