Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Qty Cfm,END CAP AVAIL,YOUR BOOKED QTY REMAIN,Condition,Current Specs,"QTY 
AVAIL NOW","2ND 
QTY 
AVAIL","2ND 
QTY 
READY DATE",2014 List Price,"YOUR 
20%
DISC PRICE",Freight,Landed Price,YOUR RETAIL PRICE,SKU,UPC#,,,
OR,    ,029451,#1,COT HOR PERPUSILLUS,Prostrate Rock Cotoneaster                                  ,EVS,04,     ,,,BREAKING DORMANCY,"6""H - 8""'S", 317 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949294512,,,
OR,    ,028311,#1,COT HOR VARIEGATUS,Variegated Rock Cotoneaster                                 ,DCS,06,     ,,,BREAKING DORMANCY,"10""H - 10""S", 850 ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949283110,,,
OR,    ,030251,#1,COT STREIB'S FINDLING,Streibs Findling Cotoneaster                                ,EVS,06,     ,,,-,"4""H - 6""S", 15 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949302514,,,
OR,    ,028155,#5,COTINUS X GRACE,Grace Smoke Tree                                            ,DCS,04,     ,,,DORMANT,"15""H - 15""S", 20 ,     ,          , 27.75 , 22.20 , 2.30 , 24.50 ,     ,,014949281550,,,
OR,    ,055842,#2,CROCOSMIA-ASSORTED,                                                            ,PRN,05,     ,,,CUT BACK,., 5 ,     ,          , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949286487,,,
CA,    ,030521,#1,CUP LEY CASTLEWELLAN,Golden Leyland Cypress                                      ,CON,05,     ,,,-,"20""H", 186 ,     ,          , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949305218,,,
CA,    ,030517,#7,CUP LEY EMERALD ISLE R,Emerald Isle®  Leyland Cypress,CON,05,     ,,,-,"54""H", 4 ,     ,          , 55.00 , 44.00 , 6.18 , 50.18 ,     ,,014949305171,,,
CA,2013,088912,#2,CYNARA SCO GREEN GLOBE,Improved Green Globe Artichoke                              ,PRN,06,     ,,,-,"9""H - 10""S", 65 ,,, 14.00 , 11.20 , 1.24 , 12.44 ,     ,,014949370995,,,
OR,    ,025675,#5,DAVIDIA INVOLUCRATA,Dove Tree                                                   ,TRE,06,     ,,,BREAKING DORMANCY,"60""H",, 161 ,06/01/14  , 23.75 , 19.00 , 2.30 , 21.30 ,     ,,014949266953,,,
CA,2014,09859BYUC,#1,DELOS JWL OF DSRT TOPAZ P23492,                                                            ,CAC,05,     ,,,,, 259 ,     ,          , 5.00 , 4.00 , 0.49 , 4.49 ,     ,,014949384251,,,
OR,    ,03420UT,LittleOne,DELOSPERMA COOPERI,Hardy Ice Plant                                             ,CAC,05,     ,,,-,CAN FULL, 80 ,     ,          , 2.95 , 2.36 , 0.35 , 2.71 ,     ,,014949069899,,,
OR,    ,048541,#1,DELOSPERMA DY RED MOUNTAIN R,Red Mountain®  Ice Plant,CAC,05,     ,,,-,CAN FULL, 10 ,     ,          , 5.00 , 4.00 , 0.46 , 4.46 ,     ,,014949325971,,,
OR,2010,059461,#1,DELOSPERMA MESA VERDE PP13876,Mesa Verde®  Ice Plant,CAC,04,     ,,,-,CAN FULL, 17 ,     ,          , 5.00 , 4.00 , 0.46 , 4.46 ,     ,,014949306963,,,
OR,    ,029892S,SuperTwo,DEUTZIA CHRDNY PERLS R PP16098,Chardonnay Pearls®  Deutzia,DCS,05,     ,,,BUDS,12''H - 10''S, 237 ,,, 15.00 , 12.00 , 1.53 , 13.53 ,     ,,014949337424,,,
OR,    ,031591,#1,DEUTZIA HYBRIDA PINK-A-BOO R,Pink-A-Boo®  Deutzia,DCS,05,     ,,,BREAKING DORMANCY,10''H - 8''S, 117 ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949315910,,,
OR,2011,056421,#1,DEUTZIA SET CORYMBIFLORA,Chinese Snow Flower                                         ,DCS,04,     ,,,BREAKING DORMANCY,"8""H - 8""S"," 1,473 ",     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949340523,,,
OR,    ,031582,#2,DEUTZIA X KALMIIFLORA,Kalmia Flowered Deutzia                                     ,DCS,03,     ,,,BREAKING DORMANCY,12''H - 12''S, 447 ,     ,          , 13.25 , 10.60 , 1.15 , 11.75 ,     ,,014949315828,,,
OR,2013,091882,#2,DEUTZIA X NIKKO BLUSH NA74356,Nikko Blush Deutzia                                         ,DCS,05,     ,,,BREAKING DORMANCY,"12""H - 12""S", 17 ,     ,          , 13.75 , 11.00 , 1.15 , 12.15 ,     ,,014949368343,,,
CA,2014,090221,#1,DIANTHUS COSMIC TM PK SWRL PAF,Cosmic™  Pink Swirl Dianthus,PRN,06,     ,,,BUDS & BLOOMS,CAN FULL, 601 ,,, 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949377697,,,
CA,2014,090211,#1,DIANTHUS COSMIC TM RD SWRL PAF,Cosmic™  Red Swirl Dianthus,PRN,06,     ,,,BUDS & BLOOMS,CAN FULL, 283 ,,, 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949333273,,,
OR,2012,067731,#1,DIANTHUS FIRST LOVE R,First Love®  Cheddar Pink,PRN,03,     ,,,CUT BACK,., 30 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949357798,,,
OR,    ,031331,#1,DIANTHUS FROSTY FIRE,Frosty Fire Cheddar Pink                                    ,PRN,02,     ,,,CUT BACK,., 10 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949313312,,,
OR,    ,004721,#1,DIANTHUS GRAT FIREWITCH,Firewitch Cheddar Pink                                      ,PRN,03,     ,,,-,CAN FULL,     , 10 ,04/01/14  , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949000526,,,
CA,    ,004741,#1,DIANTHUS GRAT MOUNTAIN MIST,Mountain Mist Cheddar Pink                                  ,PRN,03,     ,,,-,CAN FULL,     , 8 ,04/15/14  , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949014462,,,
OR,    ,036474PTC,"4"" Pot POT-TERRA",DIANTHUS RASPBRY SWIRL PP14377,Raspberry Swirl Maiden Pink                                 ,PRN,05,     ,,,,CAN FULL, 88 ,     ,          , 3.00 , 2.40 , 0.26 , 2.66 ,     ,,014949348949,,,
OR,    ,042771,#1,DIANTHUS WINK,Wink Maiden Pink                                            ,PRN,03,     ,,,-,CAN FULL, 346 , 767 ,04/01/14  , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949205174,,,
OR,    ,014561,#1,DIASCIA INT CORAL CANYON R,Coral Canyon®  Hardy Twinspur,PRN,05,     ,,,CUT BACK,., 780 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949324714,,,
OR,2013,004901,#1,DICENTRA SP VALENTINE R P22739,Valentine®  Bleeding Heart,PRN,03,     ,,,,CAN FULL, 677 ,,, 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949369500,,,
OR,    ,035621,#1,DICENTRA SPEC GOLD HEART,Gold Heart Bleeding Heart                                   ,PRN,03,     ,,,EMERGING,.,     , 10 ,04/01/14  , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949339749,,,
OR,    ,031611,#1,DICENTRA X LUXURIANT,Luxuriant Fringed Bleeding Heart                            ,PRN,02,     ,,,EMERGING,., 33 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949316115,,,
OR,2011,021821,#1,DISPOROPSIS PER SICHUAN JADE,Sichuan Jade Solomon's Seal                                 ,PRN,06,     ,,,,CAN FULL,     , 104 ,04/01/14  , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949053058,,,
OR,2011,043401,#1,ECHINACEA PRAIRIE SPLENDOR,Prairie Splendor Coneflower                                 ,PRN,03,     ,,,CUT BACK,., 40 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949330012,,,
OR,    ,031774PTC,"4"" Pot POT-TERRA",ECHINACEA PUR MAGNUS,Magnus Purple Coneflower                                    ,PRN,04,     ,,,,CAN FULL,     , 611 ,05/01/14  , 3.00 , 2.40 , 0.26 , 2.66 ,     ,,014949034248,,,
OR,    ,020172,#2,ENKIANTHUS CAM SIKOKIANUS,Sikokianus Redvein Enkianthus                               ,DCS,05,     ,,,BREAKING DORMANCY,"14""H - 12""S", 271 ,     ,          , 14.75 , 11.80 , 1.15 , 12.95 ,     ,,014949021439,,,
OR,    ,032032,#2,ENKIANTHUS CAMPANULATUS,Red Veined Enkianthus                                       ,DCS,05,     ,,,BREAKING DORMANCY,"15""H - 14""S", 43 ,     ,          , 14.75 , 11.80 , 1.15 , 12.95 ,     ,,014949028391,,,
OR,    ,017962,#2,ERICA KRAMER'S RED,Kramer's Red Winter Heath                                   ,EVS,06,     ,,,BUDS & BLOOMS,6''H - 12''S, 16 ,     ,          , 14.50 , 11.60 , 1.15 , 12.75 ,     ,,014949006276,,,
OR,    ,032071,#1,ERICA MEDITERRANEAN PINK,Mediterranean Pink Heath                                    ,EVS,06,     ,,,BUDS & BLOOMS,6''H - 8''S, 10 ,     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949320716,,,
OR,    ,032121,#1,ERIGERON GLA SEA BREEZE P12076,Sea Breeze Fleabane                                         ,PRN,05,     ,,,CUT BACK,., 400 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949321218,,,
CA,2011,057831,#1,ERIOGONUM FASCICULATUM,California Buckwheat                                        ,PRN,06,     ,,,-,CAN FULL,     , 74 ,04/15/14  , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949324004,,,
OR,2012,085571,#1,ERIOPHYLLUM LANATUM,Common Woolly Sunflower                                     ,PRN,03,     ,,,CUT BACK,., 889 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949049310,,,
CA,    ,074341S,SuperOne TM,ERYNGIUM PLANUM BLUE HOBBIT,Blue Hobbit Dwarf Sea Holly                                 ,PRN,04,     ,,,-,CAN FULL, 45 ,     ,          , 7.00 , 5.60 , 0.82 , 6.42 ,     ,,014949335161,,,
OR,2012,084371,#1,ERYSIMIUM BOWLES' MAUVE,Bowles' Mauve Wallflower                                    ,PRN,06,     ,,,-,,     , 88 ,04/01/14  , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949368275,,,
OR,2012,077591,#1,ERYSIMUM GLOW TM ORANGE,Glow™  Orange Wallflower,PRN,05,     ,,,BUDS & BLOOMS,PS-1*, 265 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949356210,,,
OR,    ,019311,#1,EUO A COLE'S COMPACT,Cole's Compact Burning Bush                                 ,DCS,04,     ,,,DORMANT,"8""H - 8""S", 13 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949015636,,,
OR,    ,033601,#1,EUO ALATUS COMPACTUS,Dwarf Burning Bush                                          ,DCS,04,     ,,,DORMANT,"10""H - 6""S"," 4,056 ",     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949336014,,,
OR,    ,033651,#1,EUO F CANADALE GOLD,Canadale Gold Wintercreeper                                 ,EVS,04,     ,,,-,"8""H - 8""S", 36 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949336519,,,
OR,    ,033701,#1,EUO F COLORATUS,Purpleleaf Wintercreeper                                    ,EVS,04,     ,,,-,6''H - 10''S, 208 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949337011,,,
OR,    ,034001,#1,EUO F EMERALD 'N GOLD,Emerald 'N Gold Wintercreeper                               ,EVS,05,     ,,,-,8''H - 8''S, 18 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949340011,,,
OR,    ,033901,#1,EUO F EMERALD GAIETY,Emerald Gaiety Wintercreeper                                ,EVS,05,     ,,,-,8''H -8''S, 485 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949339015,,,
OR,2011,019191S,SuperOne TM,EUO F GOLD SPLASH R,Gold Splash®  Wintercreeper,EVS,05,     ,,,,"6""H - 8""S",     , 795 ,04/01/14  , 9.50 , 7.60 , 0.77 , 8.37 ,     ,,014949015407,,,
OR,    ,034301,#1,EUO F GOLDEN PRINCE R,Golden Prince®  Wintercreeper,EVS,04,     ,,,-,8''H - 8''S, 20 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949343012,,,
OR,    ,034501,#1,EUO F MOONSHADOW,Moonshadow Wintercreeper                                    ,EVS,04,     ,#REF!,,-,"4""H - 8""S", 99 ,     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949345016,,,
OR,    ,019201,#1,EUO F SUNRISE PP12341,Sunrise Wintercreeper                                       ,EVS,04,     ,,,-,8''H - 8''S, 26 ,,, 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949015414,,,
OR,    ,034805,#5,EUO J AUREO MARGINATUS,Golden Euonymus                                             ,EVS,06,     ,,,-,14''H - 16''S, 32 ,,, 18.50 , 14.80 , 2.30 , 17.10 ,     ,,014949348055,,,
CA,    ,034901,#1,EUO J AUREOVARIEGATUS,Gold Spot Euonymus                                          ,EVS,06,     ,,,-,"10""H - 8""S", 19 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949349014,,,
CA,    ,033661,#1,EUO J CHOLLIPO,Chollipo Euonymus                                           ,EVS,06,     ,,,-,"10""H - 8""S", 60 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949336618,,,
CA,    ,035001,#1,EUO J GRANDIFOLIUS,Japanese Euonymus                                           ,EVS,06,     ,,,-,"10""H - 8""S", 694 ,     ,          , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949350010,,,
CA,    ,035051,#1,EUO J GREEN SPIRE,Green Spire Euonymus                                        ,EVS,06,     ,,,-,"10""H - 6""S", 162 ,     ,          , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949350515,,,
CA,    ,035151,#1,EUO J MICRO VARIEGATUS,Variegated Boxleaf Euonymus                                 ,EVS,06,     ,,,-,"6""H - 8""S", 18 ,,, 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949351512,,,
CA,    ,035101,#1,EUO J MICROPHYLLUS,Boxleaf Euonymus                                            ,EVS,06,     ,,,-,"6""H - 8""S", 415 ,,, 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949351017,,,
CA,    ,035202,#2,EUO J SILVER KING,Silver King Euonymus                                        ,EVS,06,     ,,,-,"12""H - 10""S", 120 ,     ,          , 13.00 , 10.40 , 1.24 , 11.64 ,     ,,014949352021,,,
CA,    ,035401,#1,EUO KIA MANHATTAN,Manhattan Euonymus                                          ,EVS,05,     ,,,-,"7""H - 8""S"," 1,218 ",     ,          , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949354018,,,
OR,    ,035885,#5,FAGUS SYL ASPLENIFOLIA,Cut Leaf European Beech                                     ,TRE,05,     ,,,BREAKING DORMANCY,"60""H - 22""S", 55 ,     ,          , 41.00 , 32.80 , 2.30 , 35.10 ,     ,,014949029169,,,
OR,    ,035795,#5,FAGUS SYL RIVERSII,River's Purple European Beech                               ,TRE,04,     ,,,BREAKING DORMANCY,"56""H", 10 ,     ,          , 41.00 , 32.80 , 2.30 , 35.10 ,     ,,014949357958,,,
OR,    ,035785,#5,FAGUS SYL TRICOLOR,Tricolor European Beech                                     ,TRE,04,     ,,,BREAKING DORMANCY,"48""H", 275 ,     ,          , 41.00 , 32.80 , 2.30 , 35.10 ,     ,,014949357859,,,
CA,    ,019241,#1,FERN-ATHYRIUM F LADY IN RED,Lady In Red Fern                                            ,FRN,02,     ,,,EMERGING,CAN FULL, 573 ,     ,          , 6.50 , 5.20 , 0.49 , 5.69 ,     ,,014949052129,,,
CA,    ,018762,#2,FERN-ATHYRIUM GHOST,Ghost Fern                                                  ,FRN,04,     ,,,-,"10""S", 95 ,     ,          , 14.75 , 11.80 , 1.24 , 13.04 ,     ,,014949015308,,,
OR,    ,036121,#1,FERN-ATHYRIUM NIP PICTUM,Japanese Painted Fern                                       ,FRN,05,     ,,,DORMANT,.,     , 330 ,06/01/14  , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949361214,,,
CA,    ,022041,#1,FERN-ATHYRIUM REGAL RED,Regal Red Japanese Painted Fern                             ,FRN,04,     ,,,-,CAN FULL, 12 ,     ,          , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949004500,,,
OR,    ,005041,#1,FERN-DRYOPTERIS CELSA,Log Fern                                                    ,FRN,05,     ,,,-,"10""H - 10""S", 437 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949014783,,,
OR,    ,021221,#1,FERN-DRYOPTERIS ERY BRILLIANCE,Brilliance Autumn Fern                                      ,FRN,05,     ,,,-,8''H - 8''S, 30 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949023648,,,
OR,    ,036261,#1,FERN-DRYOPTERIS FELIX-MAS ROB,Robust Male Fern                                            ,FRN,04, 50 ,,50,CUT BACK,.,     ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949362617,,,
OR,    ,036451,#1,FERN-MATTEUCCIA STRUTHIOPTERIS,European Ostrich Fern                                       ,FRN,03, 32 ,,32,DORMANT,*, 5 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949364512,,,
OR,    ,036491,#1,FERN-POLYSTICHUM SET(ANGULARE),Soft Shield Fern                                            ,FRN,05,     ,,,,CAN FULL,     , 60 ,06/01/14  , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949364918,,,
OR,2010,005082,#2,FERN-POLYSTICHUM X DYCEI,Dyce's Holly Fern                                           ,FRN,06,     ,,,-,14''S, 10 ,     ,          , 14.75 , 11.80 , 1.15 , 12.95 ,     ,,014949327784,,,
CA,    ,036785,#5,FICUS CAR BROWN TURKEY,Brown Turkey Fig                                            ,TRE,07,     ,,,BREAKING DORMANCY,"34""H", 5 ,     ,          , 27.00 , 21.60 , 2.47 , 24.07 ,     ,,014949367858,,,
CA,    ,036795,#5,FICUS CAR KADOTA,Kadota Fig                                                  ,TRE,07,     ,,,BREAKING DORMANCY,"36""H"," 1,351 ",     ,          , 27.00 , 21.60 , 2.47 , 24.07 ,     ,,014949367957,,,
CA,    ,036815,#5,FICUS CAR MISSION,Mission Fig                                                 ,TRE,07,     ,,,BREAKING DORMANCY,"36""H", 57 ,     ,          , 27.00 , 21.60 , 2.47 , 24.07 ,     ,,014949368152,,,
OR,    ,017541,#1,FORSYTHIA X MAGICAL R GOLD,Magical®  Gold Forsythia,DCS,05,     ,#REF!,,BUDS & BLOOMS,"10""H - 8""S", 19 ,     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949004395,,,
OR,    ,037172,#2,FOTHERGILLA GARDENII,Dwarf Fothergilla                                           ,DCS,05,     ,,,DORMANT,10''H - 12''S, 23 ,,, 15.50 , 12.40 , 1.15 , 13.55 ,     ,,014949371725,,,
OR,2010,068351,#1,FRAGARIA ALBION R PP16228,Albion Strawberry                                           ,PRN,03,     ,,,-,,     , 452 ,05/01/14  , 4.00 , 3.20 , 0.46 , 3.66 ,     ,,014949324776,,,
OR,2010,068341,#1,FRAGARIA TRISTAR,Tristar Strawberry                                          ,PRN,04,     ,,,-,,     , 622 ,05/01/14  , 4.00 , 3.20 , 0.46 , 3.66 ,     ,,014949324745,,,
OR,2010,068361,#1,FRAGARIA X SEASCAPE R,Seascape Strawberry                                         ,PRN,04,     ,,,,,     , 390 ,05/01/14  , 4.00 , 3.20 , 0.46 , 3.66 ,     ,,014949324806,,,
CA,2013,088831,#1,GAILLARDIA ARIZONA RED SHADES,Arizona Red Shades Blanket Flower                           ,PRN,03,     ,,,BUDS,CAN FULL, 18 ,,, 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949370681,,,
CA,2013,089221,#1,GAILLARDIA FANFARE BLZE P23494,Fanfare Blaze Blanket Flower                                ,PRN,03,     ,,,BUDS & BLOOMS,CAN FULL, 501 ," 1,262 ",05/01/14  , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949372074,,,
CA,    ,036441,#1,GAILLARDIA ORNGS&LEMONS P17092,Oranges & Lemons Blanket Flower                             ,PRN,03,     ,,,BUDS & BLOOMS,CAN FULL, 58 ,,, 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949215562,,,
OR,    ,017611,#1,GAULTHERIA RED BARON,Red Baron Creeping Wintergreen                              ,EVS,03,     ,,,,"6""S",     ," 1,646 ",05/01/14  , 8.25 , 6.60 , 0.46 , 7.06 ,     ,,014949013922,,,
CA,2010,058861,#1,GAURA L GEYSER WHITE,Geyser White Gaura                                          ,PRN,05,     ,,,,,     , 20 ,05/01/14  , 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949312056,,,
CA,    ,028091,#1,GAURA L PINK CLOUD,Pink Cloud Gaura                                            ,PRN,06,     ,,,BUDS & BLOOMS,CAN FULL, 20 ,,, 4.75 , 3.80 , 0.49 , 4.29 ,     ,,014949062302,,,
OR,2012,082571,#1,GAZANIA KREBSIANA TANAGER R,Tanager®  Terracotta Gazania,PRN,06,     ,,,-,, 20 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949368046,,,
OR,    ,048591,#1,GAZANIA LIN COLORADO GOLD R,Colorado Gold®  Treasure Flower,PRN,04,     ,,,,,     , 480 ,06/01/14  , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949272909,,,
OR,    ,038121,#1,GENISTA PIL GOLD FLASH,Gold Flash Broom                                            ,DCS,03,     ,,,-,"8""S", 10 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949381212,,,
OR,    ,038241,#1,GERANIUM CIN BALLERINA,Ballerina Cranesbill                                        ,PRN,04,     ,,,-,CAN FULL, 60 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949382417,,,
OR,    ,038281,#1,GERANIUM CIN SUBCAULESCENS,Black-Eyed Magenta Cranesbill                               ,PRN,05,     ,,,,CAN FULL, 993 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949382813,,,
OR,2011,044041,#1,GERANIUM PHA MARGARET WILSON,Margaret Wilson Geranium                                    ,PRN,05,     ,,,-,CAN FULL, 906 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949230503,,,
OR,    ,023081,#1,GERANIUM ROZANNE PP12175,Rozanne Cranesbill                                          ,PRN,04,     ,,,-,CAN FULL,     , 15 ,06/01/14  , 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949043004,,,
OR,    ,005231,#1,GERANIUM SANGUINEUM MAX FREI,Max Frei Bloody Cranesbill                                  ,PRN,04,     ,,,EMERGING,., 20 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949052310,,,
OR,    ,038331,#1,GERANIUM X CAN BIOKOVO,Biokovo Cranesbill                                          ,PRN,04,     ,,,-,CAN FULL, 30 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949383315,,,
OR,    ,021454PTC,"4"" Pot POT-TERRA",GEUM COCC BORISII,Boris Avens                                                 ,PRN,04,     ,,,-,CAN FULL,     , 395 ,05/01/14  , 3.00 , 2.40 , 0.26 , 2.66 ,     ,,014949050798,,,
OR,    ,035601,#1,GEUM COCC WERNER ARENDS,Werner Arends Avens                                         ,PRN,04,     ,,,CUT BACK,., 57 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949260562,,,
OR,2012,067791,#1,GR-BOUT BLOND AMBITION PP22048,Blonde Ambition Blue Grama Grass                            ,GRS,04,     ,#REF!,,CUT BACK,., 62 ,     ,          , 8.00 , 6.40 , 0.46 , 6.86 ,     ,,014949338728,,,
CA,    ,014011,#1,GR-CAL ACUT KARL FOERSTER,Foerster's Feather Reed Grass                               ,GRS,04,     ,#REF!,,CUT BACK,"3""H", 559 ,,, 6.50 , 5.20 , 0.49 , 5.69 ,     ,,014949140116,,,
CA,    ,014071,#1,GR-CAL ACUT OVERDAM,Overdam Feather Reed Grass                                  ,GRS,04,     ,,,-,"6""H",     , 334 ,04/01/14  , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949140710,,,
OR,    ,022581,#1,GR-CAREX BUCHANANII,Fox Red Curly Sedge                                         ,GRS,05,     ,,,-,"16""H", 10 ,     ,          , 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949225813,,,
OR,    ,035931,#1,GR-CAREX DOL KAGA NISHIKI,Gold Fountains Sedge                                        ,GRS,05,     ,,,CUT BACK,., 12 ,     ,          , 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949219478,,,
OR,    ,035831,#1,GR-CAREX MOR ICE DANCE,Ice Dance Japanese Sedge                                    ,GRS,05,     ,,,-,"8""H", 10 ,     ,          , 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949234082,,,
OR,    ,024091,#1,GR-CHASMANTHIUM LATIFOLIUM,Northern Sea Oats                                           ,GRS,04,     ,,,CUT BACK,., 158 ,,, 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949240915,,,
OR,    ,005395,#5,GR-DESCHAMPSIA NORTHERN LIGHTS,Northern Lights Tufted Hair Grass                           ,GRS,04,     ,,,CUT BACK,., 219 ,     ,          , 17.50 , 14.00 , 2.30 , 16.30 ,     ,,014949372326,,,
CA,    ,031941,#1,GR-ELYMUS ARENARIUS BLUE DUNE,Blue Dune Lyme Grass                                        ,GRS,04,     ,,,-,"7""H", 258 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949319413,,,
OR,    ,028051,#1,GR-ERIANTHUS RAVENNAE,Hardy Pampas Grass                                          ,GRS,04,     ,,,CUT BACK,., 40 ,     ,          , 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949280515,,,
CA,    ,036671,#1,GR-FESTUCA GLAUCA ELIJAH BLUE,Elijah Blue Fescue                                          ,GRS,04,     ,#REF!,,-,"4""H"," 5,226 ",     ,          , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949366714,,,
CA,    ,035911,#1,GR-HAKONECHLOA MACRA ALL GOLD,All Gold Japanese Forest Grass                              ,GRS,04,     ,,,-,2/3 CAN FULL,     , 396 ,04/15/14  , 10.25 , 8.20 , 0.49 , 8.69 ,     ,,014949208625,,,
OR,    ,038681,#1,GR-HAKONECHLOA MACRA AUREOLA,Golden Japanese Forest Grass                                ,GRS,04,     ,#REF!,,CUT BACK,.," 2,067 "," 1,404 ",05/01/14  , 8.00 , 6.40 , 0.46 , 6.86 ,     ,,014949386811,,,
OR,    ,039971,#1,GR-HELICTOTRICHON SEMPERVIRENS,Blue Oat Grass                                              ,GRS,04,     ,,,-,"8"" H", 611 ,,, 6.25 , 5.00 , 0.46 , 5.46 ,     ,,014949399712,,,
CA,    ,061741,#1,GR-MIS SIN CABARET,Cabaret Japanese Silver Grass                               ,GRS,05,     ,,,-,"10""H *", 30 ,     ,          , 6.25 , 5.00 , 0.49 , 5.49 ,     ,,014949617410,,,
CA,2011,005452,#2,GR-MIS SIN DIXIELAND,Dwarf Variegated Maiden Grass                               ,GRS,04,     ,,,CUT BACK,"2""H", 40 ,     ,          , 13.50 , 10.80 , 1.24 , 12.04 ,     ,,014949234129,,,
OR,    ,044582,#2,GR-MIS SIN GOLD BAR PP15193,Gold Bar Maiden Grass                                       ,GRS,05,     ,,,CUT BACK,., 13 ,     ,          , 14.00 , 11.20 , 1.15 , 12.35 ,     ,,014949249901,,,
