Branch,Item,Description,Category,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future,
160000,050012,AGAPANTHUS BLUE LEAP,DCS,27,0,5,0,5,$14.00 ,,5/1/2014,
170000,001732,AGAPANTHUS BLUE STORM PP14332,EVS,"1,912",0,242,155,87,$14.00 ,,,
160000,097222,AGAPANTHUS HYBRID BLUE,DCS,289,204,0,0,204,$14.00 ,,,
160000,050002,AGAPANTHUS INAPTERUS GRASKOP,DCS,986,936,0,0,936,$15.50 ,,5/1/2014,
170000,001801,AGAPANTHUS QUEEN ANNE-DIVISION,EVS,"3,686",0,98,60,38,$6.50 ,,,
170000,001805,AGAPANTHUS QUEEN ANNE-DIVISION,EVS,"1,196",0,238,155,83,$18.00 ,,,
160000,021251,AGASTACHE X BLUE FORTUNE,PRN,"1,620",919,0,0,919,$4.75 ,,4/1/2014,
170000,074725,AGAVE ATTENUATA RAY OF LIGHT,CAC,115,34,0,0,34,$22.00 ,,5/1/2014,
170000,074122,AGAVE BRACTEOSA CALAMAR,CAC,611,594,0,5,594,$17.75 ,,5/1/2014,
170000,021595,AGAVE DESMETTIANA VARIEGATA,CAC,"1,720",0,5,0,5,$22.00 ,,,
170000,074132,AGAVE DURANGO,CAC,558,0,21,6,15,$17.75 ,,,
170000,092822,AGAVE OCA X ATT BLUE GLOW,CAC,680,0,3,0,3,$17.75 ,,5/1/2014,
170000,068812,AGAVE POTATORUM KISSHO KAN,CAC,"2,736",126,20,0,146,$17.75 ,,,
160000,080301,AJUGA CHOCOLATE CHIP,PRN,"1,383",83,0,0,83,$4.75 ,,5/1/2014,
160000,08030UT,AJUGA CHOCOLATE CHIP,PRN,"1,397",322,16,0,338,$2.95 ,,6/1/2014,
550000,08030UT,AJUGA CHOCOLATE CHIP,PRN,"2,572","2,572",22,0,"2,572",$2.95 ,,4/1/2014,
160000,00189UT,AJUGA REPTANS BRONZE BEAUTY,PRN,"1,089",278,0,0,278,$2.95 ,,,
550000,00189UT,AJUGA REPTANS BRONZE BEAUTY,PRN,"1,606","1,046",0,0,"1,046",$2.95 ,,2/17/2014,
160000,00059UT,AJUGA REPTANS BURGUNDY GLOW,PRN,"1,267",30,0,0,30,$2.95 ,,,
160000,001931,AJUGA REPTANS CATLIN'S GIANT,PRN,785,3,0,0,3,$4.75 ,,6/1/2014,
160000,002591,AKEBIA QUINATA,VIN,68,11,0,0,11,$7.50 ,,5/1/2014,
160000,002595,AKEBIA QUINATA,VIN,159,49,0,0,49,$26.00 ,,5/1/2014,
160000,002565,AKEBIA QUINATA SHIRO BANA,VIN,783,637,5,0,642,$26.00 ,,5/1/2014,
550000,002565,AKEBIA QUINATA SHIRO BANA,VIN,335,335,0,0,335,$26.00 ,,3/1/2014,
170000,001995,ALBIZIA J SUMMER CHOC PP13822,TRE,"2,927",103,50,5,148,$33.00 ,,,
170000,001999,ALBIZIA J SUMMER CHOC PP13822,TRE,121,0,1,1,0,$95.00 ,,,
170000,001955,ALBIZIA JUL ROSEA,TRE,669,0,16,0,16,$25.75 ,,,
160000,04868UT,ALCHEMILLA ALPINA,PRN,"1,096",392,16,0,408,$2.95 ,,,
170000,064081,ALOE BLUE ELF,CAC,"1,244",0,15,0,15,$6.25 ,,,
170000,063801,ALOE DOROTHEAE,CAC,538,291,0,0,291,$7.00 ,,4/1/2014,
170000,063802,ALOE DOROTHEAE,CAC,560,400,10,5,405,$17.75 ,,,
170000,077801,ALOE HYBRID CARMINE TM,CAC,905,191,14,0,205,$8.00 ,,4/1/2014,
170000,077811,ALOE HYBRID DONNIE TM,CAC,163,158,0,0,158,$8.00 ,,4/1/2014,
170000,077781,ALOE HYBRID GUIDO TM,CAC,517,480,27,10,494,$8.00 ,,4/1/2014,
170000,077791,ALOE HYBRID SAL TM,CAC,735,519,0,0,519,$8.00 ,,4/1/2014,
170000,064222,ALOE RUDIKOPPE,CAC,"1,194","1,000",0,0,"1,000",$17.75 ,,,
170000,002005,ALPINIA ZERUMBET VARIEGATA,PRN,313,0,5,0,5,$23.00 ,,,
160000,016631,ANDROMEDA POL BLUE ICE,EVS,90,0,10,0,10,$8.50 ,,6/1/2014,
160000,05908UT,AQUILEGIA C LITTLE LANTERNS,PRN,689,689,0,0,689,$2.95 ,,4/1/2014,
550000,05908UT,AQUILEGIA C LITTLE LANTERNS,PRN,520,310,0,0,310,$2.95 ,,2/17/2014,
160000,002724PTC,AQUILEGIA FLA CAMEO BLUE & WT,PRN,42,27,0,0,27,$3.00 ,,,
160000,00272UT,AQUILEGIA FLA CAMEO BLUE & WT,PRN,"1,224",0,16,0,16,$2.95 ,,,
160000,002691,ARMERIA MAR COTTON TAIL,PRN,"2,224",154,0,0,154,$4.75 ,,,
160000,019461,ARMERIA MAR RUBRIFOLIA,PRN,"1,655",59,0,0,59,$4.75 ,,,
160000,01946UT,ARMERIA MAR RUBRIFOLIA,PRN,"1,360",5,0,0,5,$2.95 ,,,
160000,003075,ARONIA BRILLIANTISSIMA,DCS,509,137,5,0,142,$20.25 ,,,
170000,003151,ASPARAGUS MYERS,FRN,"20,685","8,314",135,130,"8,319",$7.50 ,,,
550000,003151,ASPARAGUS MYERS,FRN,"6,555","2,299",378,95,"2,582",$7.50 ,,4/1/2014,
170000,003152,ASPARAGUS MYERS,FRN,891,330,43,40,333,$15.50 ,,4/1/2014,
550000,003152,ASPARAGUS MYERS,FRN,621,253,38,25,266,$15.50 ,,4/1/2014,
550000,003155,ASPARAGUS MYERS,FRN,936,20,50,0,70,$23.00 ,,4/1/2014,
170000,003301,ASPARAGUS SPR COMPACTA,FRN,925,0,9,9,0,$5.50 ,,,
160000,003401,ASTER ALMA POTSCHKE,PRN,943,194,0,0,194,$4.75 ,,,
160000,030091,ASTER FARMINGTON PPAF,PRN,"2,064","1,150",0,0,"1,150",$4.75 ,,,
160000,003471,ASTER PROF KIPPENBURG,PRN,933,201,0,0,201,$4.75 ,,,
550000,003411,ASTER PURPLE DOME,PRN,280,263,0,0,263,$4.75 ,,4/1/2014,
160000,003611,ASTER TRIUMPH,PRN,"1,607",446,0,0,446,$4.75 ,,,
160000,001531,ASTER WOOD'S PINK,PRN,"1,566",942,0,0,942,$4.75 ,,,
160000,001591,ASTILBE BRIDAL VEIL,PRN,"1,666",71,0,0,71,$4.75 ,,,
160000,003521,ASTILBE CHINENSIS PUMILA,PRN,"2,162",977,0,0,977,$4.75 ,,,
160000,003621,ASTILBE CHINENSIS VISIONS,PRN,"1,564",122,0,0,122,$4.75 ,,,
550000,003621,ASTILBE CHINENSIS VISIONS,PRN,"1,653","1,653",30,0,"1,653",$4.75 ,,4/1/2014,
160000,027501,ASTILBE COLOR FLASH R PP17343,PRN,"3,900","1,317",0,0,"1,317",$6.75 ,,,
550000,027501,ASTILBE COLOR FLASH R PP17343,PRN,"2,046","2,046",65,10,"2,046",$6.75 ,,4/1/2014,
160000,003511,ASTILBE DEUTSCHLAND,PRN,"1,775",36,0,0,36,$4.75 ,,,
160000,001631,ASTILBE HENNIE GRAAFLAND,PRN,"2,369","1,240",0,0,"1,240",$4.75 ,,,
550000,001631,ASTILBE HENNIE GRAAFLAND,PRN,423,149,15,0,164,$4.75 ,,4/1/2014,
160000,001634PTC,ASTILBE HENNIE GRAAFLAND,PRN,522,453,0,0,453,$3.00 ,,,
550000,001641,ASTILBE JAPONICA EUROPA,PRN,180,129,0,0,129,$4.75 ,,4/1/2014,
160000,034331,ASTILBE MAGGIE DALEY,PRN,"2,618","1,253",0,0,"1,253",$4.75 ,,,
550000,001671,ASTILBE MONTGOMERY,PRN,180,180,45,10,180,$4.75 ,,4/1/2014,
160000,001681,ASTILBE RED SENTINEL,PRN,"2,300",14,0,0,14,$4.75 ,,,
160000,003541,ASTILBE RHEINLAND,PRN,"2,541",129,0,0,129,$4.75 ,,,
160000,00354UT,ASTILBE RHEINLAND,PRN,280,280,0,0,280,$2.95 ,,4/1/2014,
160000,037391,ASTILBE WHT SENSATION PP18462,PRN,"1,552",540,0,0,540,$4.75 ,,,
160000,037394PTC,ASTILBE WHT SENSATION PP18462,PRN,43,8,0,0,8,$3.00 ,,5/1/2014,
160000,023191,ASTRANTIA ABBEY ROAD PP14961,PRN,798,596,0,0,596,$6.75 ,,4/1/2014,
160000,003551,AUBRIETA ROKEY'S PURPLE,PRN,"1,734",254,10,0,264,$4.75 ,,,
170000,003561,AUCUBA MR GOLDSTRIKE,EVS,770,615,45,0,660,$7.25 ,,4/15/2014,
160000,003562,AUCUBA MR GOLDSTRIKE,EVS,"1,102",9,25,0,34,$14.75 ,,4/15/2014,
160000,078752S,AZ BLM-A-THON TM LVNDR PP21476,RHO,154,0,4,4,0,$16.50 ,,,
170000,004401,AZALEA B ALASKA,RHO,"2,656",126,0,0,126,$5.75 ,,,
170000,004751,AZALEA B HAPPY DAYS,RHO,"1,829",19,0,0,19,$5.75 ,,,
170000,005251,AZALEA B ROSE GLOW,RHO,778,54,0,0,54,$5.75 ,,,
170000,005252,AZALEA B ROSE GLOW,RHO,516,48,0,0,48,$14.50 ,,,
160000,007772,AZALEA EX GOLDEN FLARE,RHO,952,0,8,0,8,$14.75 ,,,
160000,008451,AZALEA GA ROSEBUD,RHO,"1,619",579,0,0,579,$5.75 ,,,
160000,008452,AZALEA GA ROSEBUD,RHO,"1,208",412,0,0,412,$14.50 ,,,
160000,007401,AZALEA GR FUCHSIA,RHO,"1,310",130,0,0,130,$5.75 ,,,
170000,007401,AZALEA GR FUCHSIA,RHO,285,26,0,0,26,$5.75 ,,4/15/2014,
160000,007402,AZALEA GR FUCHSIA,RHO,"1,176",8,0,0,8,$14.50 ,,,
170000,007451,AZALEA GR GIRARD HOT SHOT,RHO,648,32,0,0,32,$5.75 ,,,
170000,007452,AZALEA GR GIRARD HOT SHOT,RHO,376,63,0,0,63,$14.50 ,,,
170000,007601,AZALEA GR ROSE,RHO,691,47,0,0,47,$5.75 ,,,
160000,007602,AZALEA GR ROSE,RHO,643,49,0,0,49,$14.50 ,,,
170000,007602,AZALEA GR ROSE,RHO,372,128,0,0,128,$14.50 ,,,
160000,002072,AZALEA GR SILVER SWORD,RHO,380,1,0,0,1,$14.50 ,,6/1/2014,
170000,005605,AZALEA S BRILLIANT,RHO,912,234,0,0,234,$19.75 ,,,
170000,005751,AZALEA S GEORGE L TABER,RHO,589,10,0,0,10,$5.75 ,,,
170000,005755PT,AZALEA S GEORGE L TABER,RHO,340,98,0,0,98,$42.50 ,,,
170000,005955,AZALEA S IMP PRINCESS TM,RHO,241,10,0,0,10,$19.75 ,,,
170000,006101,AZALEA S L J BOBBINK,RHO,204,43,0,0,43,$5.75 ,,,
170000,004831,AZALEA S MISTRAL,RHO,"1,184",30,0,0,30,$5.75 ,,,
170000,006301,AZALEA S PHOENICIA,RHO,"2,215","1,010",0,0,"1,010",$5.75 ,,,
170000,006305,AZALEA S PHOENICIA,RHO,571,99,0,0,99,$19.75 ,,,
170000,006305PT,AZALEA S PHOENICIA,RHO,461,89,0,0,89,$42.50 ,,,
170000,006505,AZALEA S SOUTHERN CHARM,RHO,326,78,0,0,78,$19.75 ,,,
170000,006505PT,AZALEA S SOUTHERN CHARM,RHO,714,379,0,0,379,$42.50 ,,,
160000,049795,AZARA SERRATA ANDEAN GOLD TM,EVS,333,75,0,0,75,$21.00 ,,,
160000,035535,BAM-BORINDA ANGUSTISSIMA(CLMP),GRS,"1,010",617,0,0,617,$44.00 ,,,
160000,053491,BAM-BORINDA BOLIANA (CLUMP),GRS,190,40,0,0,40,$14.25 ,,,
160000,053492,BAM-BORINDA BOLIANA (CLUMP),GRS,"1,061",93,0,0,93,$23.50 ,,4/1/2014,
160000,053495,BAM-BORINDA BOLIANA (CLUMP),GRS,358,47,0,0,47,$44.00 ,,,
160000,057112,BAM-FARGESIA N JIUZHAIGOU(CLP),GRS,780,4,0,0,4,$29.50 ,,,
160000,025212,BAM-FARGESIA RUFA (CLUMP),GRS,124,0,6,6,0,$23.50 ,,4/1/2014,
170000,011437,BAM-PHYLLO AUREOSULCATA (RUN),GRS,83,0,46,2,44,$80.00 ,,4/1/2014,
170000,011285,BAM-PHYLLO BISSETII (RUN),GRS,619,0,10,0,10,$44.00 ,,5/1/2014,
170000,011445,BAM-PHYLLO NIGRA (RUN),GRS,365,0,7,5,2,$50.00 ,,5/1/2014,
170000,011447,BAM-PHYLLO NIGRA (RUN),GRS,91,0,13,2,11,$85.00 ,,4/15/2014,
170000,011385,BAMBUSA GOLDEN GODDESS (CLUMP),GRS,829,0,5,0,5,$33.00 ,,5/1/2014,
170000,011335,BAMBUSA VENTRICOSA (CLUMP),GRS,244,16,0,0,16,$44.00 ,,4/15/2014,
160000,050022,BEESIA DELTOPHYLLA,PRN,296,0,10,0,10,$14.50 ,,4/1/2014,
160000,023941,BER CRIMSON RUBY R PPAF,DCS,"1,345",15,34,0,49,$7.00 ,,3/1/2014,
160000,023942,BER CRIMSON RUBY R PPAF,DCS,"3,044",0,14,0,14,$14.75 ,,,
160000,02394M,BER CRIMSON RUBY R PPAF,DCS,2,2,0,0,2,$49.50 ,,,
160000,012031,BER GOLDN NUGGET TM P9577 CBR,DCS,"5,193",0,16,0,16,$6.00 ,,,
170000,012031,BER GOLDN NUGGET TM P9577 CBR,DCS,"2,746",0,240,0,240,$6.00 ,,,
160000,012032,BER GOLDN NUGGET TM P9577 CBR,DCS,"6,350",0,50,50,0,$12.50 ,,,
170000,074741S,BER SUNJOY R GOLD PILLAR PPAF,DCS,94,0,45,0,45,$9.75 ,,4/15/2014,
160000,012001,BER T ATROPURPUREA,DCS,"1,128","1,128",0,0,"1,128",$5.75 ,,4/1/2014,
160000,012002,BER T ATROPURPUREA,DCS,"1,076",296,0,0,296,$12.50 ,,,
160000,012011,BER T CHERRY BOMB R CPBR 3488,DCS,"5,435",0,129,0,129,$6.00 ,,,
160000,012012,BER T CHERRY BOMB R CPBR 3488,DCS,"2,652",0,6,0,6,$13.00 ,,,
160000,012013,BER T CHERRY BOMB R CPBR 3488,DCS,729,1,0,0,1,$19.00 ,,,
170000,002241,BER T CONCORDE,DCS,"2,329",0,20,10,10,$6.00 ,,,
160000,002242,BER T CONCORDE,DCS,"1,937",0,32,0,32,$12.50 ,,,
170000,002242,BER T CONCORDE,DCS,99,0,14,0,14,$12.50 ,,4/1/2014,
160000,012051,BER T CRIMSON PYGMY,DCS,"2,144","1,586",179,10,"1,755",$5.75 ,,3/1/2014,
170000,012051,BER T CRIMSON PYGMY,DCS,845,26,0,0,26,$5.75 ,,4/1/2014,
160000,012052,BER T CRIMSON PYGMY,DCS,"10,841",96,38,0,134,$12.50 ,,,
160000,012053,BER T CRIMSON PYGMY,DCS,"2,506",0,25,0,25,$18.00 ,,,
160000,035231,BER T GOLDEN RUBY R PP16203,DCS,"7,805",0,11,0,11,$8.00 ,,,
160000,035232,BER T GOLDEN RUBY R PP16203,DCS,"17,420",0,73,50,23,$15.25 ,,,
160000,035233,BER T GOLDEN RUBY R PP16203,DCS,"2,447",0,11,0,11,$21.00 ,,,
160000,03523M,BER T GOLDEN RUBY R PP16203,DCS,30,1,0,0,1,$54.00 ,,,
160000,035271,BER T GREEN HORNET TM,DCS,"1,802","1,167",0,0,"1,167",$7.00 ,,,
160000,035272,BER T GREEN HORNET TM,DCS,"1,755",639,9,0,648,$14.50 ,,,
170000,020701,BER T LIME GLOW,DCS,"1,821",357,0,10,357,$5.75 ,,,
170000,020702,BER T LIME GLOW,DCS,"1,037",234,38,0,272,$12.50 ,,,
160000,062932,BER T ORANGE ROCKET PP18411,DCS,"2,102",0,7,0,7,$15.25 ,,,
160000,035241,BER T PYGMY RUBY TM,DCS,"14,423","2,704",165,0,"2,869",$7.00 ,,,
160000,035242,BER T PYGMY RUBY TM,DCS,"6,871",62,28,20,70,$14.75 ,,,
160000,012201,BER T ROSE GLOW,DCS,"12,600","12,600",240,0,"12,600",$5.75 ,,3/1/2014,
170000,012201,BER T ROSE GLOW,DCS,"2,352","2,352",0,0,"2,352",$5.75 ,,4/1/2014,
160000,012202,BER T ROSE GLOW,DCS,"4,360","4,355",45,0,"4,355",$12.50 ,,4/1/2014,
170000,012202,BER T ROSE GLOW,DCS,575,575,0,0,575,$12.50 ,,4/1/2014,
160000,012203,BER T ROSE GLOW,DCS,"2,353",195,5,0,200,$18.00 ,,,
160000,012211,BER T ROYAL BURGUNDY R P9461,DCS,"5,558","2,962",50,0,"3,012",$6.50 ,,3/1/2014,
160000,012212,BER T ROYAL BURGUNDY R P9461,DCS,"4,788",640,225,160,705,$15.25 ,,4/1/2014,
160000,012213,BER T ROYAL BURGUNDY R P9461,DCS,978,188,5,0,193,$19.00 ,,,
160000,011931,BER T SUNSATION R PP11332 CBR,DCS,"11,235",9,0,0,9,$5.75 ,,,
160000,012315,BETULA JACQUEMONTII,TRE,307,0,6,0,6,$28.00 ,,,
160000,01231MMU,BETULA JACQUEMONTII,TRE,123,30,0,6,30,$79.00 ,,,
160000,024715,BETULA N SUMR CASCADE PP15150,TRE,394,64,0,0,64,$33.00 ,,,
550000,002345,BETULA NIGRA DURA HEAT R,TRE,487,304,0,0,304,$29.50 ,,,
160000,012305,BETULA PENDULA (ALBA),TRE,222,0,9,0,9,$23.75 ,,,
160000,012305MU,BETULA PENDULA (ALBA),TRE,78,0,6,0,6,$30.00 ,,,
160000,012361,BETULA PENDULA PURPLE RAIN R,TRE,272,202,0,0,202,$9.00 ,,,
160000,012365,BETULA PENDULA PURPLE RAIN R,TRE,376,93,0,0,93,$35.00 ,,,
160000,012415ST,BETULA PENDULA YOUNGII,TRE,418,156,0,0,156,$38.00 ,,,
170000,012515,BIGNONIA CAP TANGERINE BEAUTY,VIN,"2,399",41,0,0,41,$26.50 ,,,
550000,012515,BIGNONIA CAP TANGERINE BEAUTY,VIN,"1,138",174,5,0,179,$26.50 ,,4/1/2014,
170000,012701,BOUG BARBARA KARST,VIN,"8,618","4,132",0,0,"4,132",$7.00 ,,,
550000,012701,BOUG BARBARA KARST,VIN,"2,423",204,36,10,230,$7.00 ,,4/1/2014,
550000,012705,BOUG BARBARA KARST,VIN,240,79,37,30,86,$23.00 ,,2/15/2014,
550000,012705PT,BOUG BARBARA KARST,VIN,864,141,75,42,174,$38.50 ,,4/1/2014,
550000,035041,BOUG BENGAL ORANGE,VIN,"1,923",871,50,25,896,$7.00 ,,5/1/2014,
170000,035041BH,BOUG BENGAL ORANGE,VIN,"1,106",248,0,0,248,$6.75 ,,,
170000,035042BH,BOUG BENGAL ORANGE,VIN,545,46,0,0,46,$16.75 ,,,
550000,035045PT,BOUG BENGAL ORANGE,VIN,"1,129","1,011",14,15,"1,011",$38.50 ,,5/1/2014,
170000,090122BH,BOUG BLUEBERRY ICE,VIN,"1,272",166,25,0,191,$16.75 ,,,
170000,012901,BOUG CAMARILLO FIESTA TM,VIN,"1,253",839,0,0,839,$7.00 ,,4/15/2014,
170000,012951,BOUG CHERRY BLOSSOM,VIN,"1,487",572,0,0,572,$7.00 ,,,
170000,013031,BOUG DON MARIO R,VIN,"1,615",720,0,0,720,$7.00 ,,,
170000,013035,BOUG DON MARIO R,VIN,387,36,0,0,36,$23.00 ,,4/1/2014,
170000,012661,BOUG GOLD RUSH TM,VIN,"2,102",586,0,0,586,$7.00 ,,,
170000,012662,BOUG GOLD RUSH TM,VIN,929,493,10,0,503,$17.50 ,,,
170000,012665,BOUG GOLD RUSH TM,VIN,566,304,0,0,304,$23.00 ,,4/1/2014,
170000,016482BH,BOUG GOLDEN JACKPOT R,VIN,"1,755",162,0,0,162,$17.00 ,,,
170000,013121,BOUG JAMES WALKER,VIN,"2,938","1,218",49,0,"1,267",$7.00 ,,,
170000,013125,BOUG JAMES WALKER,VIN,428,0,5,0,5,$23.00 ,,4/1/2014,
550000,013265PT,BOUG OO-LA-LA R,VIN,"1,866",197,50,30,217,$38.50 ,,4/1/2014,
170000,013201,BOUG ORANGE KING,VIN,590,8,0,0,8,$7.00 ,,,
170000,013205,BOUG ORANGE KING,VIN,258,79,0,0,79,$23.00 ,,4/1/2014,
550000,013205,BOUG ORANGE KING,VIN,100,30,7,0,37,$23.00 ,,4/1/2014,
170000,013051,BOUG PURPLE QUEEN R,VIN,"5,657",85,0,0,85,$7.50 ,,,
550000,013051,BOUG PURPLE QUEEN R,VIN,"1,985",835,68,10,893,$7.50 ,,4/1/2014,
170000,013052,BOUG PURPLE QUEEN R,VIN,"1,978",1,0,0,1,$17.50 ,,,
170000,013055BH,BOUG PURPLE QUEEN R,VIN,"2,478",704,0,0,704,$21.50 ,,,
170000,013055PT,BOUG PURPLE QUEEN R,VIN,"2,464",266,16,5,277,$38.50 ,,,
550000,013055PT,BOUG PURPLE QUEEN R,VIN,33,31,75,49,31,$38.50 ,,2/15/2014,
550000,013211,BOUG RASPBERRY ICE,VIN,"2,261","1,371",25,25,"1,371",$7.00 ,,4/1/2014,
550000,013215,BOUG RASPBERRY ICE,VIN,884,632,25,15,642,$23.00 ,,4/1/2014,
170000,013215BH,BOUG RASPBERRY ICE,VIN,96,6,0,0,6,$21.50 ,,4/1/2014,
170000,013235BH,BOUG ROSENKA,VIN,955,3,0,0,3,$21.50 ,,,
170000,013235PT,BOUG ROSENKA,VIN,147,30,0,0,30,$38.50 ,,4/1/2014,
170000,013251,BOUG SCARLETT OHARA(SN DGO RED,VIN,753,500,20,0,520,$7.00 ,,4/15/2014,
170000,038141,BOUG SHARON WESLEY,VIN,"1,113",195,0,0,195,$7.00 ,,,
170000,013025,BOUG TAHITIAN DAWN R,VIN,124,2,47,0,49,$23.00 ,,4/1/2014,
170000,013451,BOUG TEXAS DAWN TM,VIN,"1,035",33,0,0,33,$7.00 ,,,
170000,090111BH,BOUG WHITE STRIPE,VIN,"1,258",231,0,0,231,$6.75 ,,,
170000,090112BH,BOUG WHITE STRIPE,VIN,715,285,0,0,285,$16.75 ,,,
170000,090141BH,BOUG YANI'S DELIGHT,VIN,335,0,10,0,10,$6.75 ,,,
170000,074411S,BUD LO&BEHLD R BLU CHP PP19991,DCS,"3,856",88,20,30,88,$9.75 ,,3/15/2014,
170000,074415,BUD LO&BEHLD R BLU CHP PP19991,DCS,"1,525",0,38,5,33,$24.00 ,,,
550000,077412S,BUD LO&BEHLD R PRPL HAZE PPAF,DCS,975,1,88,30,59,$16.00 ,,4/1/2014,
170000,034661S,BUDDLEJA DAV ADONIS BLUE TM,DCS,"1,053",691,0,10,691,$9.00 ,,3/15/2014,
550000,034662S,BUDDLEJA DAV ADONIS BLUE TM,DCS,170,117,44,10,151,$15.00 ,,4/1/2014,
170000,034665,BUDDLEJA DAV ADONIS BLUE TM,DCS,537,321,60,5,376,$19.75 ,,3/15/2014,
