Branch,item,Description,,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future
2015,408421,CAMPANULA GLOM GENTI BLUE PPAF,,,,,,,,,
2015,408411,CAMPANULA GLOM GENTI WHITE PAF,,,,,,,,,
2015,408411,CAMPANULA GLOM GENTI WHITE PAF,,,,,,,,,
2014,412915,CAMPSIS RADICANS,,,,,,,,,
2015,090182S,CEPHALANTHUS SUGAR SHCK TM PAF,,,,,,,,,
2015,090185,CEPHALANTHUS SUGAR SHCK TM PAF,,,,,,,,,
2015,090183S,CEPHALANTHUS SUGAR SHCK TM PAF,,,,,,,,,
2014,058417,CERCIS C TEXENSIS MERLOT,,,,,,,,,
    ,401767,CERCIS C THE RISING SUN P21451,,,,,,,,,
2014,014412,CHAM PIS VINTAGE GOLD,,,,,,,,,
2015,412561,CHRY (LEU) REAL CHARMER PPAF,,,,,,,,,
2015,412561,CHRY (LEU) REAL CHARMER PPAF,,,,,,,,,
2015,412561,CHRY (LEU) REAL CHARMER PPAF,,,,,,,,,
2015,412561,CHRY (LEU) REAL CHARMER PPAF,,,,,,,,,
2015,412571,CHRY (LEU) REAL GALAXY PPAF,,,,,,,,,
2015,412571,CHRY (LEU) REAL GALAXY PPAF,,,,,,,,,
2015,412571,CHRY (LEU) REAL GALAXY PPAF,,,,,,,,,
2015,412571,CHRY (LEU) REAL GALAXY PPAF,,,,,,,,,
    ,40159UT,CHRYS (LEUCANTH) X FREAK PPAF,,,,,,,,,
    ,02661UT,CHRYS (LEUCANTH) X SUP CRAZY,,,,,,,,,
New ,414542TE,CLEM BLVRD R CHROKEE TM P24171,,,,,,,,,
New ,414522TE,CLEM BLVRD R FLEURI TM PP24172,,,,,,,,,
New ,414532TE,CLEM BLVRD R NINON TM PPAF,,,,,,,,,
New ,414552TE,CLEM BLVRD R PRSNNE TM PP16069,,,,,,,,,
New ,414562TE,CLEM BLVRD R REBECCA TM P21583,,,,,,,,,
New ,414572TE,CLEM BLVRD R ZARA TM PPAF,,,,,,,,,
New ,414582TE,CLEM FLORA TM BIJOU TM PP15991,,,,,,,,,
2014,046252,CLEM LOUISE ROWE,,,,,,,,,
New ,414602TE,CLEM RGL R DMANTINA TM PP20638,,,,,,,,,
New ,414612TE,CLEM RGL R EMPRESS TM P16072,,,,,,,,,
2014,022431,CLEMATIS INT BLUE RIBBONS,,,,,,,,,
2014,055535,CLETHRA BARBINERVIS VARIEGATA,,,,,,,,,
2015,408501,COLOCASIA RYL HWN R BK CRL PAF,,,,,,,,,
2015,408502,COLOCASIA RYL HWN R BK CRL PAF,,,,,,,,,
2015,408505,COLOCASIA RYL HWN R BK CRL PAF,,,,,,,,,
2015,408491,COLOCASIA RYL HWN R HAWAN PNCH,,,,,,,,,
2015,408492,COLOCASIA RYL HWN R HAWAN PNCH,,,,,,,,,
2015,408495,COLOCASIA RYL HWN R HAWAN PNCH,,,,,,,,,
2015,412581,COLOCASIA RYL HWN R MAUI GOLD,,,,,,,,,
2015,412581,COLOCASIA RYL HWN R MAUI GOLD,,,,,,,,,
2015,412585,COLOCASIA RYL HWN R MAUI GOLD,,,,,,,,,
    ,082751,COPROSMA EVENING GLOW,,,,,,,,,
    ,082761,COPROSMA RAINBOW SURPRISE,,,,,,,,,
    ,090451,COPROSMA TEQUILA SUNRISE PPAF,,,,,,,,,
2015,084531,CORD FESTIVAL TM LIME PPAF,,,,,,,,,
2014,075252,CORD FESTIVAL TM RASPBERRY PAF,,,,,,,,,
    ,054781,CORDYLINE PINK PASSION PPAF,,,,,,,,,
2014,018401,CORE CRUZIN' TM BROAD STRT PAF,,,,,,,,,
2014,018401,CORE CRUZIN' TM BROAD STRT PAF,,,,,,,,,
2014,018401,CORE CRUZIN' TM BROAD STRT PAF,,,,,,,,,
2014,018421,CORE CRUZIN' TM ELCTRC AVE PAF,,,,,,,,,
2014,018421,CORE CRUZIN' TM ELCTRC AVE PAF,,,,,,,,,
2014,018421,CORE CRUZIN' TM ELCTRC AVE PAF,,,,,,,,,
2014,018411,CORE CRUZIN' TM MAIN STRT PAF,,,,,,,,,
2014,018411,CORE CRUZIN' TM MAIN STRT PAF,,,,,,,,,
2014,018411,CORE CRUZIN' TM MAIN STRT PAF,,,,,,,,,
2015,408551,CORE LIL' BANG TM DAYBREAK PAF,,,,,,,,,
2015,408551,CORE LIL' BANG TM DAYBREAK PAF,,,,,,,,,
2015,408551,CORE LIL' BANG TM DAYBREAK PAF,,,,,,,,,
2015,408541,CORE LIL' BANG TM RED ELF,,,,,,,,,
2015,408541,CORE LIL' BANG TM RED ELF,,,,,,,,,
2015,408541,CORE LIL' BANG TM RED ELF,,,,,,,,,
2015,408531,CORE LIL' BANG TM STARLIGHT,,,,,,,,,
2015,408531,CORE LIL' BANG TM STARLIGHT,,,,,,,,,
2015,408531,CORE LIL' BANG TM STARLIGHT,,,,,,,,,
    ,401911S,COREOPSIS DAZZLESTAR PPAF,,,,,,,,,
2015,075695,CORNUS KOUSA SUMMER GOLD PPAF,,,,,,,,,
2015,075697,CORNUS KOUSA SUMMER GOLD PPAF,,,,,,,,,
2015,07569M,CORNUS KOUSA SUMMER GOLD PPAF,,,,,,,,,
2015,077325,CORNUS MAS GOLDEN GLORY,,,,,,,,,
2015,026525,CORNUS X HYPERION R PPAF,,,,,,,,,
2014,089392,CROSSANDRA ORANGE MARMALADE,,,,,,,,,
    ,030605,CUP AR BLUE PYRAMID,,,,,,,,,
    ,031645,CUP LEY GOLD RIDER,,,,,,,,,
    ,033711,CUPHEA HYS RIVERDENE GOLD PPAF,,,,,,,,,
2015,084121,CUPHEA MICROPETALA,,,,,,,,,
2015,047892,DAPHNE MOONLIGHT PARFT R PPAF,,,,,,,,,
    ,025675,DAVIDIA INVOLUCRATA,,,,,,,,,
2014,097991,DELOS JWL OF DSRT GARNT P23471,,,,,,,,,
2014,097991,DELOS JWL OF DSRT GARNT P23471,,,,,,,,,
2014,097991,DELOS JWL OF DSRT GARNT P23471,,,,,,,,,
2014,098531,DELOS JWL OF DSRT PERIDOTT PAF,,,,,,,,,
2014,098591,DELOS JWL OF DSRT TOPAZ P23492,,,,,,,,,
2014,09859UT,DELOS JWL OF DSRT TOPAZ P23492,,,,,,,,,
2014,098591,DELOS JWL OF DSRT TOPAZ P23492,,,,,,,,,
2014,098591,DELOS JWL OF DSRT TOPAZ P23492,,,,,,,,,
2014,09723UT,DELOSPERMA FIRE WONDER PPAF,,,,,,,,,
2014,097231,DELOSPERMA FIRE WONDER PPAF,,,,,,,,,
2014,097231,DELOSPERMA FIRE WONDER PPAF,,,,,,,,,
2014,086222S,DEUTZIA CREME FRAICHE TM,,,,,,,,,
    ,402242S,DEUTZIA YUKI SNOWFLAKE TM PPAF,,,,,,,,,
    ,402243S,DEUTZIA YUKI SNOWFLAKE TM PPAF,,,,,,,,,
2015,412591,DIAN WHETMAN STARS STARGAZER,,,,,,,,,
2015,412591,DIAN WHETMAN STARS STARGAZER,,,,,,,,,
2015,412591,DIAN WHETMAN STARS STARGAZER,,,,,,,,,
2015,412591,DIAN WHETMAN STARS STARGAZER,,,,,,,,,
2015,412601,DIAN WHETMAN STARS SUPERNOVA,,,,,,,,,
2015,412601,DIAN WHETMAN STARS SUPERNOVA,,,,,,,,,
2015,412601,DIAN WHETMAN STARS SUPERNOVA,,,,,,,,,
2015,412601,DIAN WHETMAN STARS SUPERNOVA,,,,,,,,,
2015,412082,DIANELLA TAS WYEENA TM,,,,,,,,,
2014,090221,DIANTHUS COSMIC TM PK SWRL PAF,,,,,,,,,
2014,090211,DIANTHUS COSMIC TM RD SWRL PAF,,,,,,,,,
    ,402301,DICENTRA IVORY HEARTS P15599,,,,,,,,,
    ,00481UT,DICENTRA KING OF HEARTS,,,,,,,,,
2014,068273,DIERVILLA SES COOL SPLASH,,,,,,,,,
2015,410421,DIGITALIS FXLGT TM RBY GLW PAF,,,,,,,,,
2015,410421,DIGITALIS FXLGT TM RBY GLW PAF,,,,,,,,,
2015,410421,DIGITALIS FXLGT TM RBY GLW PAF,,,,,,,,,
2015,08582UT,DISPORUM CANT MOONLIGHT P24556,,,,,,,,,
2015,085821,DISPORUM CANT MOONLIGHT P24556,,,,,,,,,
2015,085822,DISPORUM CANT MOONLIGHT P24556,,,,,,,,,
2015,085821,DISPORUM CANT MOONLIGHT P24556,,,,,,,,,
2015,085821,DISPORUM CANT MOONLIGHT P24556,,,,,,,,,
2014,097892S,DISTYLIUM BLUE CASCADE R PPAF,,,,,,,,,
2014,097902S,DISTYLIUM EMRLD HEIGHTS R PPAF,,,,,,,,,
2015,079151,ECHEVERIA DERENBERGII,,,,,,,,,
    ,064111,ECHEVERIA RUFFLES,,,,,,,,,
    ,063481,ECHEVERIA RUNYONII TOPSY TURVY,,,,,,,,,
    ,402361,ECHIN DBL SCP TM BBLGM PP23103,,,,,,,,,
    ,402361,ECHIN DBL SCP TM BBLGM PP23103,,,,,,,,,
    ,402361,ECHIN DBL SCP TM BBLGM PP23103,,,,,,,,,
2015,412611,ECHIN DBL SCP TM CRANBRY PPAF,,,,,,,,,
2015,412611,ECHIN DBL SCP TM CRANBRY PPAF,,,,,,,,,
2015,412611,ECHIN DBL SCP TM CRANBRY PPAF,,,,,,,,,
    ,402351,ECHIN DBL SCP TM RSPBRY P23117,,,,,,,,,
    ,402351,ECHIN DBL SCP TM RSPBRY P23117,,,,,,,,,
    ,402351,ECHIN DBL SCP TM RSPBRY P23117,,,,,,,,,
2014,097211,ECHIN SMBRO TM FLMNCO ORNG,,,,,,,,,
2014,097211,ECHIN SMBRO TM FLMNCO ORNG,,,,,,,,,
2014,097211,ECHIN SMBRO TM FLMNCO ORNG,,,,,,,,,
2014,086821,ECHIN SMBRO TM HOT CORL P23097,,,,,,,,,
2014,086821,ECHIN SMBRO TM HOT CORL P23097,,,,,,,,,
2014,086821,ECHIN SMBRO TM HOT CORL P23097,,,,,,,,,
2014,086831,ECHIN SMBRO TM LEMON YLW PPAF,,,,,,,,,
2014,086831,ECHIN SMBRO TM LEMON YLW PPAF,,,,,,,,,
2014,086841,ECHIN SMBRO TM SALSA RD P23105,,,,,,,,,
2014,086841,ECHIN SMBRO TM SALSA RD P23105,,,,,,,,,
2014,086841,ECHIN SMBRO TM SALSA RD P23105,,,,,,,,,
2015,412621,ECHIN SUPREME FLAMINGO,,,,,,,,,
2015,412621,ECHIN SUPREME FLAMINGO,,,,,,,,,
2015,412621,ECHIN SUPREME FLAMINGO,,,,,,,,,
2015,054441,ECHINACEA FLAME THROWER P21932,,,,,,,,,
2015,054441,ECHINACEA FLAME THROWER P21932,,,,,,,,,
2015,054971,ECHINACEA HOT LAVA PPAF,,,,,,,,,
2015,054971,ECHINACEA HOT LAVA PPAF,,,,,,,,,
2015,050725,EUCRYPHIA LUC SPRING CREAM,,,,,,,,,
2015,050722,EUCRYPHIA LUC SPRING CREAM,,,,,,,,,
2014,080852S,EUO F GOLDY TM PPAF,,,,,,,,,
    ,019202,EUO F SUNRISE PP12341,,,,,,,,,
    ,035251,EUO J MICRO SILVER PRINCESS TM,,,,,,,,,
    ,035252,EUO J MICRO SILVER PRINCESS TM,,,,,,,,,
    ,035121,EUO J MICRO SUNNY DELIGHT R,,,,,,,,,
    ,035122,EUO J MICRO SUNNY DELIGHT R,,,,,,,,,
    ,035151,EUO J MICRO VARIEGATUS,,,,,,,,,
    ,035152,EUO J MICRO VARIEGATUS,,,,,,,,,
    ,035101,EUO J MICROPHYLLUS,,,,,,,,,
    ,035102,EUO J MICROPHYLLUS,,,,,,,,,
    ,068111,EUPHORBIA ASCOT RAINBOW PPAF,,,,,,,,,
2015,032821,FERN-ARACHNIODES STANDISHII,,,,,,,,,
    ,033011,FERN-ASPLENIUM AUSTRAL GEM TM,,,,,,,,,
    ,033015,FERN-ASPLENIUM AUSTRAL GEM TM,,,,,,,,,
2014,097641,FERN-MICROLEPIA STRIGOSA,,,,,,,,,
2014,097642,FERN-MICROLEPIA STRIGOSA,,,,,,,,,
2014,097711,FERN-MICROSORUM SCOLOPENDRIA,,,,,,,,,
2014,097611,FERN-NEPHROLEPIS CD CALIFORNIA,,,,,,,,,
2014,097621,FERN-NEPHROLEPIS CD DUFFI,,,,,,,,,
2014,097661,FERN-ONYCHIUN JAPONICUM,,,,,,,,,
2014,028181,FERN-PELLAEA ROTUNDIFOLIA,,,,,,,,,
2014,097651,FERN-POLYPODIUM VRGNIA BLUE TM,,,,,,,,,
2014,097681,FERN-POLYSTICHUM XIPHOPHYLLUM,,,,,,,,,
2014,097631,FERN-RUMOHRA ADIANT IBERIA,,,,,,,,,
2014,097601,FERN-WOODWARDIA UNIGEMMATA,,,,,,,,,
    ,036745,FICUS CAR PETERS HONEY,,,,,,,,,
    ,083813,FORSYTHIA GOLD TIDE TM PP9104,,,,,,,,,
    ,402602S,FORSYTHIA SHWOF R SUGR BBY PAF,,,,,,,,,
    ,031413,FOTHERGILLA MAJ BLU SHADOW PAF,,,,,,,,,
    ,031415,FOTHERGILLA MAJ BLU SHADOW PAF,,,,,,,,,
2014,086091,FRAGARIA X ANANASSA TOSCANA,,,,,,,,,
2014,086091,FRAGARIA X ANANASSA TOSCANA,,,,,,,,,
2014,081762,FUCHSIA DEBRON'S FNNY VALNTINE,,,,,,,,,
2014,081772,FUCHSIA DEBRON'S JOAN LOU,,,,,,,,,
2014,081752,FUCHSIA DEBRON'S SNOW FAIRY,,,,,,,,,
2015,412631,GAILLARDIA FANFARE CITRNLA PAF,,,,,,,,,
2015,412631,GAILLARDIA FANFARE CITRNLA PAF,,,,,,,,,
2015,412631,GAILLARDIA FANFARE CITRNLA PAF,,,,,,,,,
2015,412641,GAILLARDIA FANFARE REGAL PPAF,,,,,,,,,
2015,412641,GAILLARDIA FANFARE REGAL PPAF,,,,,,,,,
2015,412651,GAILLARDIA SUNSET CANDY PPAF,,,,,,,,,
2015,412651,GAILLARDIA SUNSET CANDY PPAF,,,,,,,,,
2015,408811,GAILLARDIA SUNSET CELEBRATION,,,,,,,,,
2015,408811,GAILLARDIA SUNSET CELEBRATION,,,,,,,,,
2015,408811,GAILLARDIA SUNSET CELEBRATION,,,,,,,,,
2015,408811,GAILLARDIA SUNSET CELEBRATION,,,,,,,,,
2015,408761,GAILLARDIA SUNSET CUTIE PPAF,,,,,,,,,
2015,408761,GAILLARDIA SUNSET CUTIE PPAF,,,,,,,,,
2015,408761,GAILLARDIA SUNSET CUTIE PPAF,,,,,,,,,
2015,408751,GAILLARDIA SUNSET FLASH PPAF,,,,,,,,,
2015,408751,GAILLARDIA SUNSET FLASH PPAF,,,,,,,,,
2015,408801,GAILLARDIA SUNSET SNAPPY PPAF,,,,,,,,,
2015,408801,GAILLARDIA SUNSET SNAPPY PPAF,,,,,,,,,
2015,408801,GAILLARDIA SUNSET SNAPPY PPAF,,,,,,,,,
2015,408801,GAILLARDIA SUNSET SNAPPY PPAF,,,,,,,,,
    ,037711,GARDENIA CHUCK HAYES,,,,,,,,,
2014,097912S,GARDENIA PINWHEEL R PP22510,,,,,,,,,
New ,080751,GARDENIA SUMMER SNOW R PPAF,,,,,,,,,
New ,080755,GARDENIA SUMMER SNOW R PPAF,,,,,,,,,
2015,413911,GARVINEA KENDALL R,,,,,,,,,
2014,410441,GARVINEA SOPHIE R PPAF,,,,,,,,,
2014,410471,GARVINEA SWEET DREAMS R,,,,,,,,,
2014,410451,GARVINEA SWEET GLOW R,,,,,,,,,
2015,03778UT,GAULTHERIA PRO VERY BERRY,,,,,,,,,
2015,037781,GAULTHERIA PRO VERY BERRY,,,,,,,,,
2015,412661,GAURA L LITTLE JANIE,,,,,,,,,
2015,412661,GAURA L LITTLE JANIE,,,,,,,,,
2014,086711,GAURA L PINK LADY PP17494,,,,,,,,,
2015,408831,GERANIUM MISS HEIDI PPAF,,,,,,,,,
2015,408831,GERANIUM MISS HEIDI PPAF,,,,,,,,,
2015,408831,GERANIUM MISS HEIDI PPAF,,,,,,,,,
2015,079171,GRAPTOPETALUM BELLUM,,,,,,,,,
2014,065802,GR-CHASMANTHIUM LAT RIVER MIST,,,,,,,,,
2014,065801,GR-CHASMANTHIUM LAT RIVER MIST,,,,,,,,,
2014,065803,GR-CHASMANTHIUM LAT RIVER MIST,,,,,,,,,
2014,089271,GR-CYMBOPOGON CITRATUS,,,,,,,,,
    ,407673,GR-DESCHAMPSIA CAE PIXIE FNTN,,,,,,,,,
2014,089282,GR-DESCHAMPSIA SCHOTTLAND,,,,,,,,,
2014,089282,GR-DESCHAMPSIA SCHOTTLAND,,,,,,,,,
2014,092031,GR-ERAGROSTIS ELLI WIND DANCER,,,,,,,,,
2014,092035,GR-ERAGROSTIS ELLI WIND DANCER,,,,,,,,,
2014,092031,GR-ERAGROSTIS ELLI WIND DANCER,,,,,,,,,
2014,092035,GR-ERAGROSTIS ELLI WIND DANCER,,,,,,,,,
2014,089291,GR-HAKONECHLOA FUBUKI PP21757,,,,,,,,,
2014,089291,GR-HAKONECHLOA FUBUKI PP21757,,,,,,,,,
2014,089291,GR-HAKONECHLOA FUBUKI PP21757,,,,,,,,,
2015,005572,GR-MIS SIN MALEPARTUS,,,,,,,,,
    ,405003,GR-PAN VIR CHEYENNE SKY,,,,,,,,,
2014,022963,GR-PAN VIR NORTHWIND,,,,,,,,,
2014,022961,GR-PAN VIR NORTHWIND,,,,,,,,,
2014,022961,GR-PAN VIR NORTHWIND,,,,,,,,,
2014,022961,GR-PAN VIR NORTHWIND,,,,,,,,,
    ,405023,GR-PAN VIR RUBY RIBBONS P17944,,,,,,,,,
    ,088952,GR-PENN ALO BRGNDY BNNY P21917,,,,,,,,,
    ,088952,GR-PENN ALO BRGNDY BNNY P21917,,,,,,,,,
    ,088952,GR-PENN ALO BRGNDY BNNY P21917,,,,,,,,,
    ,405073,GR-PENN ALO FOXTROT,,,,,,,,,
    ,405083,GR-PENN ALO RED HEAD,,,,,,,,,
2014,086111,GR-SCHIZACH BL HEAVN TM P17310,,,,,,,,,
2014,086112,GR-SCHIZACH BL HEAVN TM P17310,,,,,,,,,
2014,086113,GR-SCHIZACH BL HEAVN TM P17310,,,,,,,,,
    ,406563,GR-SCHIZACHYRIUM CAROUSEL PAF,,,,,,,,,
2014,012082,GR-SPOROBOLUS HETEROLEPIS,,,,,,,,,
    ,40156UT,HEDERA HELIX DUCKFOOT,,,,,,,,,
    ,00584UT,HEDERA HELIX GLACIER,,,,,,,,,
2015,412821,HELENIUM AUT CAN CAN,,,,,,,,,
2015,412821,HELENIUM AUT CAN CAN,,,,,,,,,
2015,413081,HELIOPSIS HEL SUNSTRUCK P25524,,,,,,,,,
2014,083842,HELLE NIGER HGC JACOB PP17799,,,,,,,,,
2015,013471,HELLE WJEWELS R BLUE DIAMOND,,,,,,,,,
New ,414781,HEM EVERYDAYLILY CREAM PPAF,,,,,,,,,
New ,414791,HEM EVERYDAYLILY PINK WING PAF,,,,,,,,,
New ,414811,HEM EVERYDAYLILY VLT IVORY PAF,,,,,,,,,
New ,414811,HEM EVERYDAYLILY VLT IVORY PAF,,,,,,,,,
2014,076281,HEM RUBY SPIDER,,,,,,,,,
    ,403231,HEUCHERA BERRY SMOOTHIE P21871,,,,,,,,,
    ,403231,HEUCHERA BERRY SMOOTHIE P21871,,,,,,,,,
    ,403231,HEUCHERA BERRY SMOOTHIE P21871,,,,,,,,,
    ,403231,HEUCHERA BERRY SMOOTHIE P21871,,,,,,,,,
2014,086871,HEUCHERA CARNIVAL COCOMINT PAF,,,,,,,,,
2014,097091,HEUCHERA CARNIVAL LIMEADE PPAF,,,,,,,,,
2014,097091,HEUCHERA CARNIVAL LIMEADE PPAF,,,,,,,,,
2014,097161,HEUCHERA CARNIVAL PCH PRFT PAF,,,,,,,,,
2014,097161,HEUCHERA CARNIVAL PCH PRFT PAF,,,,,,,,,
2014,097171,HEUCHERA CARNIVAL RSE GRNT PAF,,,,,,,,,
2014,097171,HEUCHERA CARNIVAL RSE GRNT PAF,,,,,,,,,
2014,097171,HEUCHERA CARNIVAL RSE GRNT PAF,,,,,,,,,
2014,087131,HEUCHERA CARNIVAL WATRMELN PAF,,,,,,,,,
    ,403241,HEUCHERA CHERRY COLA P22967,,,,,,,,,
    ,403241,HEUCHERA CHERRY COLA P22967,,,,,,,,,
