Category,item,Description
Perennials,32431,CAMPANULA PUN CHERRY BELLS
Perennials,38611,CAMPANULA SAMANTHA
Perennials,23641,CAMPANULA SARASTRO
Perennials,68071,CAMPANULA VIKING PP21021
Perennials,05928UT,CAMPANULA X BIRCH HYBRID
Perennials,06788UT,CAPSICUM ANNUUM BLACK PEARL
Perennials,67881,CAPSICUM ANNUUM BLACK PEARL
Perennials,06791UT,CAPSICUM ANNUUM CHILLY CHILI
Perennials,06597UT,CAPSICUM ANNUUM MEDUSA
Perennials,06847UT,CAPSICUM ANNUUM PURPLE FLASH
Perennials,02309UT,CENTAUREA MONTANA
Perennials,3961,CENTRANTHUS RUBER COCCINEUS
Perennials,02348UT,CERATOSTIGMA PLUMBAGINOIDES
Perennials,23481,CERATOSTIGMA PLUMBAGINOIDES
Perennials,24191,CHELONE HOT LIPS
Perennials,6351,CHRY (LEU) SUP REAL DREAM PPAF
Perennials,26621,CHRYS (LEUCANTH) X SUP AGLAIA
Perennials,02302UT,CHRYS (LEUCANTH) X SUP BECKY
Perennials,23021,CHRYS (LEUCANTH) X SUP BECKY
Perennials,00422UT,CHRYS (LEUCANTH) X SUP SNOWCAP
Perennials,4221,CHRYS (LEUCANTH) X SUP SNOWCAP
Perennials,00423UT,CHRYS (LEUCANTH) X SUP SNWLADY
Perennials,62111,CHRYS BROADWAY LIGHTS PPAF
Perennials,030421S,CHRYS MAMMOTH LAVENDER DAISY
Perennials,030411S,CHRYS MAMMOTH ORG DAISY PPAF
Perennials,021711S,CHRYS MAMMOTH RED DAISY P14197
Perennials,030431S,CHRYS MAMMOTH STAR WHITE PPAF
Perennials,021721S,CHRYS MAMMOTH YLW QUILL P15027
Perennials,02532UT,CHRYSACTINIA MEXICANA
Perennials,25321,CHRYSACTINIA MEXICANA
Perennials,4281,CHRYSOGONUM VIRGINIANUM
Perennials,39512,CIMI S BLACK NEGLIGEE (ACTAEA)
Perennials,48041,CLEM CENTER STAR TM PP17010
Perennials,27251,CLEM INTEGRIFOLIA CAERULEA
Perennials,22431,CLEMATIS INT BLUE RIBBONS
Perennials,27891,CONVALLARIA MAJALIS
Perennials,27741,CONVOLVULUS MAURITANICUS
Perennials,78721,CORE BIGBANG TM CSMC EY P22601
Perennials,68091,CORE BIGBANG TM FULLMN PP19364
Perennials,88891,CORE BIGBANG TM MRCRY RSNG PAF
Perennials,68081,CORE BIGBANG TM RDSHFT PP20412
Perennials,27911,CORE GRA FLYING SAUCERS P10299
Perennials,41001,CORE ROSEA HEAVENS GATE P16016
Perennials,041001S,CORE ROSEA HEAVENS GATE P16016
Perennials,23011,CORE ROSEA SWEET DREAMS P12720
Perennials,02212UT,CORE X CREME BRULEE PP16096
Perennials,22121,CORE X CREME BRULEE PP16096
Perennials,18301,CORE X LIMEROCK RUBY PP15455
Perennials,02795UT,COREOPSIS AURICULATA NANA
Perennials,27951,COREOPSIS AURICULATA NANA
Perennials,02898UT,COREOPSIS AURICULATA ZAMPHIR
Perennials,28981,COREOPSIS AURICULATA ZAMPHIR
Perennials,39531,COREOPSIS AUTUMN BLUSH P18184
Perennials,00659UT,COREOPSIS GRAND 'HELIOT'
Perennials,05934UT,COREOPSIS GRAND RISING SUN
Perennials,00675UT,COREOPSIS GRAND SUNFIRE
Perennials,6751,COREOPSIS GRAND SUNFIRE
Perennials,48081,COREOPSIS JETHRO TULL PP18789
Perennials,48971,COREOPSIS MOONLIGHT PPAF
Perennials,73901,COREOPSIS PINEAPPLE PIE P22486
Perennials,73891,COREOPSIS PINK LEMNADE PP18265
Perennials,39541,COREOPSIS PINWHEEL PP18880
Perennials,72851,COREOPSIS RUBY FROST PP21758
Perennials,39601,COREOPSIS SNOWBERRY PP18560
Perennials,73921,COREOPSIS STRW LEMNADE PP18299
Perennials,58261,COREOPSIS VER ROUTE 66 PP20609
Perennials,58262,COREOPSIS VER ROUTE 66 PP20609
Perennials,18991,COREOPSIS VER TWEETY PPAF
Perennials,02796UT,COREOPSIS VERT MOONBEAM
Perennials,27961,COREOPSIS VERT MOONBEAM
Perennials,27962,COREOPSIS VERT MOONBEAM
Perennials,02797UT,COREOPSIS VERT ZAGREB
Perennials,27971,COREOPSIS VERT ZAGREB
Perennials,27972,COREOPSIS VERT ZAGREB
Perennials,17361,COREOPSIS X TQUILA SNRIS P9875
Perennials,47181,CORYDALIS CNRY FEATHERS P17212
Perennials,047181S,CORYDALIS CNRY FEATHERS P17212
Perennials,28171,CORYDALIS FLEX CHINA BLUE
Perennials,4411,COSMOS ATROSANGUINEUS
Perennials,23662,CROCOSMIA BABYLON
Perennials,48781,CROCOSMIA BRIGHT EYES R P17165
Perennials,48782,CROCOSMIA BRIGHT EYES R P17165
Perennials,80972,CROCOSMIA BUTTERCUP
Perennials,57452,CROCOSMIA COLUMBUS
Perennials,19472,CROCOSMIA EMBERGLOW
Perennials,73411,CROCOSMIA LUCIFER
Perennials,73412,CROCOSMIA LUCIFER
Perennials,89392,CROSSANDRA ORANGE MARMALADE
Perennials,89402,CROSSANDRA RED MARMALADE
Perennials,88912,CYNARA SCO GREEN GLOBE
Perennials,31122,CYNARA SCO IMP GREEN GLOBE
Perennials,035431S,CYPRIPEDIUM REGINAE
Perennials,75551,DELPHINIUM G MORPHO GRAND BLUE
Perennials,00459UT,DELPHINIUM GRAND BLUE MIRROR
Perennials,4591,DELPHINIUM GRAND BLUE MIRROR
Perennials,00462UT,DELPHINIUM MAGIC FOUNTAIN
Perennials,00680UT,DELPHINIUM SUMMER CLOUD
Perennials,098281S,DIANELLA CAE BECCA PP18505
Perennials,098301S,DIANELLA CAE CASSABLUE PPAF
Perennials,098371S,DIANELLA LITTLE BECCA PP18452
Perennials,098311S,DIANELLA REV BABY BLISS P18883
Perennials,098271S,DIANELLA RV LITTLE REV PP17719
Perennials,66061,DIANELLA TAS SILVER STREAK
Perennials,66062,DIANELLA TAS SILVER STREAK
Perennials,098291S,DIANELLA TAS TASRED PPAF
Perennials,16351,DIANELLA TAS YELLOW STRIPE
Perennials,16352,DIANELLA TAS YELLOW STRIPE
Perennials,31341,DIANELLA TASMANICA VARIEGATA
Perennials,31342,DIANELLA TASMANICA VARIEGATA
Perennials,68521,DIANTHUS BAR DIAB PUR PICOTEE
Perennials,44731,DIANTHUS BAR HEART ATTACK
Perennials,67621,DIANTHUS BAR NANUS MIDGET
Perennials,67631,DIANTHUS BAR OESCHBERG
Perennials,73451,DIANTHUS COCONUT PUNCH PPAF
Perennials,44741,DIANTHUS CRANBERRY ICE PPAF
Perennials,73521,DIANTHUS DRAGON FRUIT PPAF
Perennials,00689UT,DIANTHUS EVERLAST BURGDY BLUSH
Perennials,6891,DIANTHUS EVERLAST BURGDY BLUSH
Perennials,00690UT,DIANTHUS EVERLAST LILAC + EYE
Perennials,6901,DIANTHUS EVERLAST LILAC + EYE
Perennials,00695UT,DIANTHUS EVERLAST ORCHID
Perennials,6951,DIANTHUS EVERLAST ORCHID
Perennials,05968UT,DIANTHUS FIRE STAR PP14895
Perennials,59681,DIANTHUS FIRE STAR PP14895
Perennials,67731,DIANTHUS FIRST LOVE R
Perennials,03133UT,DIANTHUS FROSTY FIRE
Perennials,31331,DIANTHUS FROSTY FIRE
Perennials,00461UT,DIANTHUS G RED BEAUTY PP20301
Perennials,00471UT,DIANTHUS GRAT BATHS PINK
Perennials,4711,DIANTHUS GRAT BATHS PINK
Perennials,00472UT,DIANTHUS GRAT FIREWITCH
Perennials,4721,DIANTHUS GRAT FIREWITCH
Perennials,4741,DIANTHUS GRAT MOUNTAIN MIST
Perennials,04596UT,DIANTHUS NEON STAR PP14549
Perennials,73511,DIANTHUS POMEGRANATE KISS PPAF
Perennials,94501,DIANTHUS RASP SURPRISE PP16029
Perennials,03647UT,DIANTHUS RASPBRY SWIRL PP14377
Perennials,36471,DIANTHUS RASPBRY SWIRL PP14377
Perennials,07581UT,DIANTHUS SHOOTING STAR PPAF
Perennials,02477UT,DIANTHUS SPANGLED STAR PP13029
Perennials,24771,DIANTHUS SPANGLED STAR PP13029
Perennials,42771,DIANTHUS WINK
Perennials,14561,DIASCIA INT CORAL CANYON R
Perennials,06774UT,DIASCIA INTEGERRIMA BENTH
Perennials,67741,DIASCIA INTEGERRIMA BENTH
Perennials,4801,DICENTRA BURNINGHEARTS PP20797
Perennials,4811,DICENTRA KING OF HEARTS
Perennials,4901,DICENTRA SP VALENTINE R P22739
Perennials,4902,DICENTRA SP VALENTINE R P22739
Perennials,35621,DICENTRA SPEC GOLD HEART
Perennials,035621S,DICENTRA SPEC GOLD HEART
Perennials,35622,DICENTRA SPEC GOLD HEART
Perennials,4841,DICENTRA SPECTABILIS
Perennials,75861,DICENTRA SPECTABILIS ALBA
Perennials,31611,DICENTRA X LUXURIANT
Perennials,61591,DIETES BICOLOR (MORAEA)
Perennials,61595,DIETES BICOLOR (MORAEA)
Perennials,61601,DIETES IRIDIOIDES (MORAEA)
Perennials,61605,DIETES IRIDIOIDES (MORAEA)
Perennials,46741,DIETES X KATRINA R PP 21460
Perennials,046741S,DIETES X KATRINA R PP 21460
Perennials,46742,DIETES X KATRINA R PP 21460
Perennials,46745,DIETES X KATRINA R PP 21460
Perennials,00487UT,DIGITALIS PURPUREA FOXY
Perennials,4871,DIGITALIS PURPUREA FOXY
Perennials,00488UT,DIGITALIS X MERTONENSIS
Perennials,4881,DIGITALIS X MERTONENSIS
Perennials,53561,DISPOROPSIS JINFUSHANENSIS
Perennials,21821,DISPOROPSIS PER SICHUAN JADE
Perennials,49831,DISPORUM CANT GREEN GIANT
Perennials,49832,DISPORUM CANT GREEN GIANT
Perennials,49835,DISPORUM CANT GREEN GIANT
Perennials,80762,DISPORUM CANT NIGHT HERON
Perennials,72241,DORONICUM OR LEONARDO TM COMP
Perennials,33291,DORONICUM OR LITTLE LEO
Perennials,18381,ECHIN MNGO MEADWBRTE TM P16636
Perennials,20221,ECHIN ORG MEADWBRITE TM P15090
Perennials,03227UT,ECHIN PXIE MEADWBRTE TM P18546
Perennials,32271,ECHIN PXIE MEADWBRTE TM P18546
Perennials,032271S,ECHIN PXIE MEADWBRTE TM P18546
Perennials,86821,ECHIN SMBRO TM HOT CORL P23097
Perennials,7051,ECHIN 'SUPREME CANTALOUPE'
Perennials,08702UT,ECHINACEA CHEYENNE SPIRIT
Perennials,87021,ECHINACEA CHEYENNE SPIRIT
Perennials,59711,ECHINACEA COCONUT LIME PP18617
Perennials,02034UT,ECHINACEA CRAZY PINK TM
Perennials,22831,ECHINACEA CRNBRY CUPCAKE PPAF
Perennials,74871,ECHINACEA DAYDREAM PPAF
Perennials,54431,ECHINACEA FIREBIRD PPAF
Perennials,39571,ECHINACEA FRAGRNT ANGEL P16054
Perennials,039571S,ECHINACEA FRAGRNT ANGEL P16054
Perennials,37511,ECHINACEA GREEN EYES PP17172
Perennials,037511S,ECHINACEA GREEN EYES PP17172
Perennials,59701,ECHINACEA HARVEST MOON TM
Perennials,4891,ECHINACEA KIMS KNEE HI PP12242
Perennials,38921,ECHINACEA MAC'N CHEESE PP19464
Perennials,77121,ECHINACEA NOW CHEESIER PPAF
Perennials,47511,ECHINACEA PNK DBL DLITE P18803
Perennials,00312UT,ECHINACEA POWWOW R WHITE
Perennials,3121,ECHINACEA POWWOW R WHITE
Perennials,00299UT,ECHINACEA POWWOW R WILDBERRY
Perennials,2991,ECHINACEA POWWOW R WILDBERRY
Perennials,43401,ECHINACEA PRAIRIE SPLENDOR
Perennials,43402,ECHINACEA PRAIRIE SPLENDOR
Perennials,51555,ECHINACEA PUR BRIGHT STAR-SEL
Perennials,59741,ECHINACEA PUR HOT PAPAYA PPAF
Perennials,03177UT,ECHINACEA PUR MAGNUS
Perennials,31771,ECHINACEA PUR MAGNUS
Perennials,31772,ECHINACEA PUR MAGNUS
Perennials,32341,ECHINACEA PUR MERINGUE PPAF
Perennials,39581,ECHINACEA PUR MERLOT PP18814
Perennials,039581S,ECHINACEA PUR MERLOT PP18814
Perennials,74111,ECHINACEA PUR MILKSHAKE PPAF
Perennials,59721,ECHINACEA PUR PICA BELLA
Perennials,01822UT,ECHINACEA PUR RUBY STAR
Perennials,18221,ECHINACEA PUR RUBY STAR
Perennials,03367UT,ECHINACEA PUR WHITE SWAN
Perennials,33671,ECHINACEA PUR WHITE SWAN
Perennials,39591,ECHINACEA RASPBRY TART PP18560
Perennials,36281,ECHINACEA SUNDOWN TM PP17659
Perennials,48651,ECHINACEA TIKI TORCH PP18839
Perennials,57301,ECHINACEA TOMATO SOUP PPAF
Perennials,22181,ECHINACEA TWILIGHT PP17651
Perennials,32021,EPIMEDIUM GRAND ROSE QUEEN
Perennials,31971,EPIMEDIUM PER FROHNLEITEN
Perennials,03212UT,ERIGERON GLA SEA BREEZE P12076
Perennials,32121,ERIGERON GLA SEA BREEZE P12076
Perennials,57831,ERIOGONUM FASCICULATUM
Perennials,85571,ERIOPHYLLUM LANATUM
Perennials,74341,ERYNGIUM PLANUM BLUE HOBBIT
Perennials,074341S,ERYNGIUM PLANUM BLUE HOBBIT
Perennials,53981,ERYNGIUM X BIG BLUE PPAF
Perennials,053981S,ERYNGIUM X BIG BLUE PPAF
Perennials,84371,ERYSIMIUM BOWLES' MAUVE
Perennials,08888UT,ERYSIMUM FRAGRANT STAR PP23101
Perennials,88881,ERYSIMUM FRAGRANT STAR PP23101
Perennials,07759UT,ERYSIMUM GLOW TM ORANGE
Perennials,77591,ERYSIMUM GLOW TM ORANGE
Perennials,77581,ERYSIMUM JENNY BROOK PP20253
Perennials,84631,ERYSIMUM LIN VARIEGATUM
Perennials,46682,EUPATORIUM PHANTOM PP18354
Perennials,35591,EVOLVULUS BLUE DAZE
Perennials,06835UT,FRAGARIA ALBION R PP16228
Perennials,68351,FRAGARIA ALBION R PP16228
Perennials,06843UT,FRAGARIA TRIBUTE
Perennials,06834UT,FRAGARIA TRISTAR
Perennials,68341,FRAGARIA TRISTAR
Perennials,07152UT,FRAGARIA X AN DIAMANTE PP10435
Perennials,71521,FRAGARIA X AN DIAMANTE PP10435
Perennials,09591UT,FRAGARIA X ANA ORUS 2151-2
Perennials,09592UT,FRAGARIA X ANA ORUS 2151-3
Perennials,09593UT,FRAGARIA X ANA ORUS 2153-1
Perennials,09594UT,FRAGARIA X ANA ORUS 2153-5
Perennials,09595UT,FRAGARIA X ANA ORUS 2224-4
Perennials,09596UT,FRAGARIA X ANA ORUS 3233-1
Perennials,08156UT,FRAGARIA X ANANASSA QUINAULT
Perennials,81561,FRAGARIA X ANANASSA QUINAULT
Perennials,08158UT,FRAGARIA X FERN
Perennials,81581,FRAGARIA X FERN
Perennials,08157UT,FRAGARIA X HECKER
Perennials,81571,FRAGARIA X HECKER
Perennials,08714UT,FRAGARIA X HERRIOT
Perennials,03721UT,FRAGARIA X LIPSTICK
Perennials,07310UT,FRAGARIA X SAN ANDREAS PP19975
Perennials,73101,FRAGARIA X SAN ANDREAS PP19975
Perennials,06836UT,FRAGARIA X SEASCAPE R
Perennials,68361,FRAGARIA X SEASCAPE R
Perennials,88831,GAILLARDIA ARIZONA RED SHADES
Perennials,03571UT,GAILLARDIA ARIZONA SUN
Perennials,35711,GAILLARDIA ARIZONA SUN
Perennials,03542UT,GAILLARDIA BURGUNDY
Perennials,35421,GAILLARDIA BURGUNDY
Perennials,59831,GAILLARDIA COMMOTION FRENZY
Perennials,94911,GAILLARDIA COMMOTION MOXIE
Perennials,94831,GAILLARDIA COMMOTION TM TIZZY
Perennials,66051,GAILLARDIA EL FUEGO PP21409
Perennials,89221,GAILLARDIA FANFARE BLZE P23494
Perennials,23211,GAILLARDIA FANFARE PP15892
Perennials,20951,GAILLARDIA GALLO PEACH PP20717
Perennials,20961,GAILLARDIA GALLO YLW TRUMPET
Perennials,03761UT,GAILLARDIA GOBLIN
Perennials,37611,GAILLARDIA GOBLIN
Perennials,00405UT,GAILLARDIA MESA BRIGHT BICOLOR
Perennials,4051,GAILLARDIA MESA BRIGHT BICOLOR
Perennials,03644UT,GAILLARDIA ORNGS&LEMONS P17092
Perennials,36441,GAILLARDIA ORNGS&LEMONS P17092
Perennials,036441S,GAILLARDIA ORNGS&LEMONS P17092
Perennials,06082UT,GAILLARDIA X GRAN MESA YELLOW
Perennials,60821,GAILLARDIA X GRAN MESA YELLOW
Perennials,02383UT,GALIUM ODORATUM
Perennials,05984UT,GAURA L GEYSER PINK
Perennials,58861,GAURA L GEYSER WHITE
Perennials,07587UT,GAURA L PASS BLUSH PP 17293
Perennials,02809UT,GAURA L PINK CLOUD
Perennials,28091,GAURA L PINK CLOUD
Perennials,28092,GAURA L PINK CLOUD
Perennials,7061,GAURA L 'ROSY JANE'
Perennials,03796UT,GAURA L SISKIYOU PINK
Perennials,37961,GAURA L SISKIYOU PINK
Perennials,03568UT,GAURA L WHIRLING BUTTERFLIES
Perennials,35681,GAURA L WHIRLING BUTTERFLIES
Perennials,03648UT,GAURA PASSIONATE RAINBW P17002
Perennials,36481,GAURA PASSIONATE RAINBW P17002
Perennials,82571,GAZANIA KREBSIANA TANAGER R
Perennials,04859UT,GAZANIA LIN COLORADO GOLD R
Perennials,48591,GAZANIA LIN COLORADO GOLD R
Perennials,03824UT,GERANIUM CIN BALLERINA
Perennials,38241,GERANIUM CIN BALLERINA
Perennials,03828UT,GERANIUM CIN SUBCAULESCENS
Perennials,38281,GERANIUM CIN SUBCAULESCENS
Perennials,44041,GERANIUM PHA MARGARET WILSON
Perennials,03701UT,GERANIUM PRAT HOCUS POCUS
Perennials,37011,GERANIUM PRAT HOCUS POCUS
Perennials,23081,GERANIUM ROZANNE PP12175
Perennials,5231,GERANIUM SANGUINEUM MAX FREI
Perennials,38291,GERANIUM SANGUINEUM STRIATUM
Perennials,5241,GERANIUM X BROOKSIDE
Perennials,03833UT,GERANIUM X CAN BIOKOVO
Perennials,38331,GERANIUM X CAN BIOKOVO
Perennials,02145UT,GEUM COCC BORISII
Perennials,35601,GEUM COCC WERNER ARENDS
Perennials,03806UT,GEUM X GEORGENBERG
Perennials,05985UT,GLECHOMA HEDERACEA VARIEGATA
Perennials,02146UT,GLOBULARIA CORDIFOLIA
