Branch,item,Description,,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future
New ,049432,PIERIS J GAY GOBLIN TM,,,,,,,,,
New ,405702,RHOD (H-1) AMY COTTA,,,,,,,,,
New ,406002,RHOD (H-1) TROCADERO,,,,,,,,,
New ,405632,RHOD (H-2) ABBY'S RE-VIEW,,,,,,,,,
New ,405582,RHOD (H-2) DOUBLE BESSE,,,,,,,,,
New ,405622,RHOD (H-2) HOLDEN'S SOLAR FLR,,,,,,,,,
New ,405792,RHOD (H-2) PEARCE'S AMERCN BTY,,,,,,,,,
New ,405992,RHOD (H-2) SUGAR PUFF,,,,,,,,,
New ,011643,ROSA PURPLE PAVEMENT,,,,,,,,,
New ,406533S,SAMBUCUS RAC LEMON LACE TM,,,,,,,,,
New ,055412,SCHIZOPHRAGMA LACY HEARTS TM,,,,,,,,,
New ,406601,SEDUM SUNSPARLKER R BL PRL PAF,,,,,,,,,
New ,060485,STACHYURUS YUNNANENSIS <DH>,,,,,,,,,
New ,406801S,SYRINGA BLOOMERNG R PNK PRFM,,,,,,,,,
New ,406803S,SYRINGA BLOOMERNG R PNK PRFM,,,,,,,,,
New ,406802S,SYRINGA BLOOMERNG R PNK PRFM,,,,,,,,,
New ,412861,VERONICA VERNIQUE TM BLUE,,,,,,,,,
New ,412871,VERONICA VERNIQUE TM ROSE,,,,,,,,,
New ,407163,VIB BUR AMERICAN SPICE P17751,,,,,,,,,
New ,407172,VIBURNUM CAR NANCY,,,,,,,,,
New ,078712,WEIGELA FL GOLDEN JACKPOT R,,,,,,,,,
2015,049625,ABIES CONCOLOR BLUE CLOAK,,,,,,,,,
2015,001075,ACER PAL ATROLINEARE,,,,,,,,,
2015,00107M,ACER PAL ATROLINEARE,,,,,,,,,
2015,096081,ACTINIDIA ARG HARDY MALE,,,,,,,,,
2015,096085,ACTINIDIA ARG HARDY MALE,,,,,,,,,
2015,412102,AGAPANTHUS PRAE QUEEN MUM PPAF,,,,,,,,,
2015,412511,AGASTACHE KUDOS CORAL PPAF,,,,,,,,,
2015,412511,AGASTACHE KUDOS CORAL PPAF,,,,,,,,,
2015,412511,AGASTACHE KUDOS CORAL PPAF,,,,,,,,,
2015,412521,AGASTACHE KUDOS GOLD PPAF,,,,,,,,,
2015,412521,AGASTACHE KUDOS GOLD PPAF,,,,,,,,,
2015,408331,AGASTACHE LITTLE ADDER PPAF,,,,,,,,,
2015,408331,AGASTACHE LITTLE ADDER PPAF,,,,,,,,,
2015,412802,ALOCASIA EBONY PPAF,,,,,,,,,
2015,412531,ASTER N-A VIBRANT DOME,,,,,,,,,
2015,412531,ASTER N-A VIBRANT DOME,,,,,,,,,
2015,412531,ASTER N-A VIBRANT DOME,,,,,,,,,
2015,412541,ASTILBE DELFT LACE,,,,,,,,,
2015,412541,ASTILBE DELFT LACE,,,,,,,,,
2015,400811,ASTILBE YOUNIQUE CRM TM P20324,,,,,,,,,
2015,412551,BAPTISIA PRAIRIEBLUES TM MDNGT,,,,,,,,,
2015,412551,BAPTISIA PRAIRIEBLUES TM MDNGT,,,,,,,,,
2015,095732BH,BOUG SUNVILLEA TM ROSE PP23272,,,,,,,,,
2015,089382,BREYNIA DISTICHA ROSEOPICTA,,,,,,,,,
2015,408421,CAMPANULA GLOM GENTI BLUE PPAF,,,,,,,,,
2015,408421,CAMPANULA GLOM GENTI BLUE PPAF,,,,,,,,,
2015,408411,CAMPANULA GLOM GENTI WHITE PAF,,,,,,,,,
2015,408411,CAMPANULA GLOM GENTI WHITE PAF,,,,,,,,,
2015,090182S,CEPHALANTHUS SUGAR SHCK TM PAF,,,,,,,,,
2015,090185,CEPHALANTHUS SUGAR SHCK TM PAF,,,,,,,,,
2015,090183S,CEPHALANTHUS SUGAR SHCK TM PAF,,,,,,,,,
2015,412561,CHRY (LEU) REAL CHARMER PPAF,,,,,,,,,
2015,412561,CHRY (LEU) REAL CHARMER PPAF,,,,,,,,,
2015,412561,CHRY (LEU) REAL CHARMER PPAF,,,,,,,,,
2015,412561,CHRY (LEU) REAL CHARMER PPAF,,,,,,,,,
2015,412571,CHRY (LEU) REAL GALAXY PPAF,,,,,,,,,
2015,412571,CHRY (LEU) REAL GALAXY PPAF,,,,,,,,,
2015,412571,CHRY (LEU) REAL GALAXY PPAF,,,,,,,,,
2015,412571,CHRY (LEU) REAL GALAXY PPAF,,,,,,,,,
2015,408501,COLOCASIA RYL HWN R BK CRL PAF,,,,,,,,,
2015,408502,COLOCASIA RYL HWN R BK CRL PAF,,,,,,,,,
2015,408505,COLOCASIA RYL HWN R BK CRL PAF,,,,,,,,,
2015,408491,COLOCASIA RYL HWN R HAWAN PNCH,,,,,,,,,
2015,408492,COLOCASIA RYL HWN R HAWAN PNCH,,,,,,,,,
2015,408495,COLOCASIA RYL HWN R HAWAN PNCH,,,,,,,,,
2015,412581,COLOCASIA RYL HWN R MAUI GOLD,,,,,,,,,
2015,412581,COLOCASIA RYL HWN R MAUI GOLD,,,,,,,,,
2015,412585,COLOCASIA RYL HWN R MAUI GOLD,,,,,,,,,
2015,084531,CORD FESTIVAL TM LIME PPAF,,,,,,,,,
2015,408551,CORE LIL' BANG TM DAYBREAK PAF,,,,,,,,,
2015,408551,CORE LIL' BANG TM DAYBREAK PAF,,,,,,,,,
2015,408551,CORE LIL' BANG TM DAYBREAK PAF,,,,,,,,,
2015,408541,CORE LIL' BANG TM RED ELF,,,,,,,,,
2015,408541,CORE LIL' BANG TM RED ELF,,,,,,,,,
2015,408541,CORE LIL' BANG TM RED ELF,,,,,,,,,
2015,408531,CORE LIL' BANG TM STARLIGHT,,,,,,,,,
2015,408531,CORE LIL' BANG TM STARLIGHT,,,,,,,,,
2015,408531,CORE LIL' BANG TM STARLIGHT,,,,,,,,,
2015,075695,CORNUS KOUSA SUMMER GOLD PPAF,,,,,,,,,
2015,075697,CORNUS KOUSA SUMMER GOLD PPAF,,,,,,,,,
2015,07569M,CORNUS KOUSA SUMMER GOLD PPAF,,,,,,,,,
2015,077325,CORNUS MAS GOLDEN GLORY,,,,,,,,,
2015,026525,CORNUS X HYPERION R PPAF,,,,,,,,,
2015,084121,CUPHEA MICROPETALA,,,,,,,,,
2015,047892,DAPHNE MOONLIGHT PARFT R PPAF,,,,,,,,,
2015,402242S,DEUTZIA YUKI SNOWFLAKE TM PPAF,,,,,,,,,
2015,402243S,DEUTZIA YUKI SNOWFLAKE TM PPAF,,,,,,,,,
2015,412591,DIAN WHETMAN STARS STARGAZER,,,,,,,,,
2015,412591,DIAN WHETMAN STARS STARGAZER,,,,,,,,,
2015,412591,DIAN WHETMAN STARS STARGAZER,,,,,,,,,
2015,412591,DIAN WHETMAN STARS STARGAZER,,,,,,,,,
2015,412601,DIAN WHETMAN STARS SUPERNOVA,,,,,,,,,
2015,412601,DIAN WHETMAN STARS SUPERNOVA,,,,,,,,,
2015,412601,DIAN WHETMAN STARS SUPERNOVA,,,,,,,,,
2015,412601,DIAN WHETMAN STARS SUPERNOVA,,,,,,,,,
2015,412082,DIANELLA TAS WYEENA TM,,,,,,,,,
2015,410421,DIGITALIS FXLGT TM RBY GLW PAF,,,,,,,,,
2015,410421,DIGITALIS FXLGT TM RBY GLW PAF,,,,,,,,,
2015,410421,DIGITALIS FXLGT TM RBY GLW PAF,,,,,,,,,
2015,08582UT,DISPORUM CANT MOONLIGHT P24556,,,,,,,,,
2015,085821,DISPORUM CANT MOONLIGHT P24556,,,,,,,,,
2015,085822,DISPORUM CANT MOONLIGHT P24556,,,,,,,,,
2015,085821,DISPORUM CANT MOONLIGHT P24556,,,,,,,,,
2015,085821,DISPORUM CANT MOONLIGHT P24556,,,,,,,,,
2015,079151,ECHEVERIA DERENBERGII,,,,,,,,,
2015,412611,ECHIN DBL SCP TM CRANBRY PPAF,,,,,,,,,
2015,412611,ECHIN DBL SCP TM CRANBRY PPAF,,,,,,,,,
2015,412611,ECHIN DBL SCP TM CRANBRY PPAF,,,,,,,,,
2015,412621,ECHIN SUPREME FLAMINGO,,,,,,,,,
2015,412621,ECHIN SUPREME FLAMINGO,,,,,,,,,
2015,412621,ECHIN SUPREME FLAMINGO,,,,,,,,,
2015,054441,ECHINACEA FLAME THROWER P21932,,,,,,,,,
2015,054441,ECHINACEA FLAME THROWER P21932,,,,,,,,,
2015,054971,ECHINACEA HOT LAVA PPAF,,,,,,,,,
2015,054971,ECHINACEA HOT LAVA PPAF,,,,,,,,,
2015,050725,EUCRYPHIA LUC SPRING CREAM,,,,,,,,,
2015,050722,EUCRYPHIA LUC SPRING CREAM,,,,,,,,,
2015,032821,FERN-ARACHNIODES STANDISHII,,,,,,,,,
2015,412631,GAILLARDIA FANFARE CITRNLA PAF,,,,,,,,,
2015,412631,GAILLARDIA FANFARE CITRNLA PAF,,,,,,,,,
2015,412631,GAILLARDIA FANFARE CITRNLA PAF,,,,,,,,,
2015,412641,GAILLARDIA FANFARE REGAL PPAF,,,,,,,,,
2015,412641,GAILLARDIA FANFARE REGAL PPAF,,,,,,,,,
2015,412651,GAILLARDIA SUNSET CANDY PPAF,,,,,,,,,
2015,412651,GAILLARDIA SUNSET CANDY PPAF,,,,,,,,,
2015,408811,GAILLARDIA SUNSET CELEBRATION,,,,,,,,,
2015,408811,GAILLARDIA SUNSET CELEBRATION,,,,,,,,,
2015,408811,GAILLARDIA SUNSET CELEBRATION,,,,,,,,,
2015,408811,GAILLARDIA SUNSET CELEBRATION,,,,,,,,,
2015,408761,GAILLARDIA SUNSET CUTIE PPAF,,,,,,,,,
2015,408761,GAILLARDIA SUNSET CUTIE PPAF,,,,,,,,,
2015,408761,GAILLARDIA SUNSET CUTIE PPAF,,,,,,,,,
2015,408751,GAILLARDIA SUNSET FLASH PPAF,,,,,,,,,
2015,408751,GAILLARDIA SUNSET FLASH PPAF,,,,,,,,,
2015,408801,GAILLARDIA SUNSET SNAPPY PPAF,,,,,,,,,
2015,408801,GAILLARDIA SUNSET SNAPPY PPAF,,,,,,,,,
2015,408801,GAILLARDIA SUNSET SNAPPY PPAF,,,,,,,,,
2015,408801,GAILLARDIA SUNSET SNAPPY PPAF,,,,,,,,,
2015,413911,GARVINEA KENDALL R,,,,,,,,,
2015,03778UT,GAULTHERIA PRO VERY BERRY,,,,,,,,,
2015,037781,GAULTHERIA PRO VERY BERRY,,,,,,,,,
2015,412661,GAURA L LITTLE JANIE,,,,,,,,,
2015,412661,GAURA L LITTLE JANIE,,,,,,,,,
2015,408831,GERANIUM MISS HEIDI PPAF,,,,,,,,,
2015,408831,GERANIUM MISS HEIDI PPAF,,,,,,,,,
2015,408831,GERANIUM MISS HEIDI PPAF,,,,,,,,,
2015,079171,GRAPTOPETALUM BELLUM,,,,,,,,,
2015,005572,GR-MIS SIN MALEPARTUS,,,,,,,,,
2015,405073,GR-PENN ALO FOXTROT,,,,,,,,,
2015,405083,GR-PENN ALO RED HEAD,,,,,,,,,
2015,412821,HELENIUM AUT CAN CAN,,,,,,,,,
2015,412821,HELENIUM AUT CAN CAN,,,,,,,,,
2015,413081,HELIOPSIS HEL SUNSTRUCK P25524,,,,,,,,,
2015,013471,HELLE WJEWELS R BLUE DIAMOND,,,,,,,,,
2015,403231,HEUCHERA BERRY SMOOTHIE P21871,,,,,,,,,
2015,403241,HEUCHERA CHERRY COLA P22967,,,,,,,,,
2015,412671,HEUCHERA GRAPE SODA PPAF,,,,,,,,,
2015,412671,HEUCHERA GRAPE SODA PPAF,,,,,,,,,
2015,412671,HEUCHERA GRAPE SODA PPAF,,,,,,,,,
2015,056931,HIB R BLUE VIOLET,,,,,,,,,
2015,056935,HIB R BLUE VIOLET,,,,,,,,,
2015,40158UT,HOSTA PANDORAS BOX,,,,,,,,,
2015,062011,HOSTA PAUL'S GLORY,,,,,,,,,
2015,403621,HOSTA PRAYING HANDS,,,,,,,,,
2015,093111,HOSTA RAINFOREST SUNRISE,,,,,,,,,
2015,093131,HOSTA VICTORY,,,,,,,,,
2015,093131,HOSTA VICTORY,,,,,,,,,
2015,403862,HYD DBL DLT TM EXPRESN P18393,,,,,,,,,
2015,403863,HYD DBL DLT TM EXPRESN P18393,,,,,,,,,
2015,403673,HYD DBL DLT TM STR GAZR P20998,,,,,,,,,
2015,403763,HYD M NXT GEN PISTACHIO PPAF,,,,,,,,,
2015,403923,HYD M NXT GEN RED SNSTN P18197,,,,,,,,,
2015,403782,HYD M NXT GEN WDNG RNG P21161,,,,,,,,,
2015,403813,HYD MAC BLUE CASSEL TM,,,,,,,,,
2015,403893,HYD MAC GUILDED GOLD TM PPAF,,,,,,,,,
2015,404073,HYD QUER JETSTREAM TM PPAF,,,,,,,,,
2015,080741,JASMINUM SUMMER SOUL TM PPAF,,,,,,,,,
2015,080742,JASMINUM SUMMER SOUL TM PPAF,,,,,,,,,
2015,086671,KNIPH LEMON POPSICLE TM PPAF,,,,,,,,,
2015,086671,KNIPH LEMON POPSICLE TM PPAF,,,,,,,,,
2015,404431,LAVAN INT PHENOMENAL PPAF,,,,,,,,,
2015,404432,LAVAN INT PHENOMENAL PPAF,,,,,,,,,
2015,092361,LIGULARIA S LTL ROCKET PP14621,,,,,,,,,
2015,086361S,LONICERA P SCENTSATION PP16240,,,,,,,,,
2015,097771,MIMULUS JELLY BEAN DRK PNK PAF,,,,,,,,,
2015,097781,MIMULUS JELLY BEAN GOLD PPAF,,,,,,,,,
2015,096432,PAEONIA X GENERAL MACMAHON,,,,,,,,,
2015,409001,PENST ROCK CANDY TM PINK PPAF,,,,,,,,,
2015,409001,PENST ROCK CANDY TM PINK PPAF,,,,,,,,,
2015,409001,PENST ROCK CANDY TM PINK PPAF,,,,,,,,,
2015,409001,PENST ROCK CANDY TM PINK PPAF,,,,,,,,,
2015,409011,PENST ROCK CANDY TM PRPL PPAF,,,,,,,,,
2015,409011,PENST ROCK CANDY TM PRPL PPAF,,,,,,,,,
2015,409011,PENST ROCK CANDY TM PRPL PPAF,,,,,,,,,
2015,412732,PHORMIUM DUSKY CHIEF,,,,,,,,,
2015,412742,PHORMIUM LIME CRUSH,,,,,,,,,
2015,036775,PICEA PUN PROCUMBENS,,,,,,,,,
2015,012693,PIERIS J PASSION,,,,,,,,,
2015,049092,PINUS MUGO BIG TUNA,,,,,,,,,
2015,049095,PINUS MUGO BIG TUNA,,,,,,,,,
2015,412841,POTENTILLA TWINKLING STAR,,,,,,,,,
2015,082041,PRUNUS LAUR CHESTNUT HILL PPTB,,,,,,,,,
2015,082045,PRUNUS LAUR CHESTNUT HILL PPTB,,,,,,,,,
2015,081785,PRUNUS VIR CANADA RED,,,,,,,,,
2015,405985,RHOD (H-1) SKOOKUM,,,,,,,,,
2015,405752,RHOD (H-2) LANDMARK,,,,,,,,,
2015,405753,RHOD (H-2) LANDMARK,,,,,,,,,
2015,405755,RHOD (H-2) LANDMARK,,,,,,,,,
2015,405757,RHOD (H-2) LANDMARK,,,,,,,,,
2015,405672,RHOD (H-2) MIDNIGHT RUBY,,,,,,,,,
2015,405673,RHOD (H-2) MIDNIGHT RUBY,,,,,,,,,
2015,405772,RHOD (H-2)NTHRN STRBRST P10388,,,,,,,,,
2015,405775,RHOD (H-2)NTHRN STRBRST P10388,,,,,,,,,
2015,095342,RHOD MIYAMA TM GOLD PRINZ,,,,,,,,,
2015,095332,RHOD MIYAMA TM HCHMN'S PCBELLO,,,,,,,,,
2015,095352,RHOD MIYAMA TM MENDOSINA,,,,,,,,,
2015,097761,RUELLIA PENINSULARIS,,,,,,,,,
2015,409171,SALVIA GREGGII RADIO RED,,,,,,,,,
2015,409171,SALVIA GREGGII RADIO RED,,,,,,,,,
2015,085121,SALVIA MELLIFERA POINT MUGU,,,,,,,,,
2015,412691,SALVIA NEM BLUE MARVEL PPAF,,,,,,,,,
2015,412691,SALVIA NEM BLUE MARVEL PPAF,,,,,,,,,
2015,412691,SALVIA NEM BLUE MARVEL PPAF,,,,,,,,,
2015,412691,SALVIA NEM BLUE MARVEL PPAF,,,,,,,,,
2015,407941,SALVIA SNSATION R DEEP ROS PAF,,,,,,,,,
2015,400271,SALVIA SNSATION R SKY BLUE PAF,,,,,,,,,
2015,400272,SALVIA SNSATION R SKY BLUE PAF,,,,,,,,,
2015,414683,SAMBUCUS CANADENSIS ADAMS,,,,,,,,,
2015,088961,SCABIOSA COL GIGA TM BLUE,,,,,,,,,
2015,092351,SEDUM ELSIE GOLD PP20368,,,,,,,,,
2015,092351,SEDUM ELSIE GOLD PP20368,,,,,,,,,
2015,092351,SEDUM ELSIE GOLD PP20368,,,,,,,,,
2015,412721,SEDUM SSPKLR R FIRE CRACKR PAF,,,,,,,,,
2015,41272UT,SEDUM SSPKLR R FIRE CRACKR PAF,,,,,,,,,
2015,412721,SEDUM SSPKLR R FIRE CRACKR PAF,,,,,,,,,
2015,41272UT,SEDUM SSPKLR R FIRE CRACKR PAF,,,,,,,,,
2015,412721,SEDUM SSPKLR R FIRE CRACKR PAF,,,,,,,,,
2015,057161,SEDUM X AUTUMN CHARM PP14421,,,,,,,,,
2015,057161,SEDUM X AUTUMN CHARM PP14421,,,,,,,,,
2015,057161,SEDUM X AUTUMN CHARM PP14421,,,,,,,,,
2015,408162S,SPIRAEA DBLPLAY R BL KZO TMPAF,,,,,,,,,
2015,406747,STYRAX JAP SNOWCONE,,,,,,,,,
2015,086423S,SYRINGA SCNT & SNSIBILTY TM PK,,,,,,,,,
2015,406952S,THUJA OC ANNA VAN VLOTEN,,,,,,,,,
2015,015222,THUJA OC SHERWOOD MOSS,,,,,,,,,
2015,015225,THUJA OC SHERWOOD MOSS,,,,,,,,,
2015,072405,THUJA X TINY TOWER R PPAF,,,,,,,,,
2015,412851,TIARELLA JEEPERS CRPRS PP13437,,,,,,,,,
2015,412851,TIARELLA JEEPERS CRPRS PP13437,,,,,,,,,
2015,097392,VACCINIUM X PERPETUA TM P24209,,,,,,,,,
2015,409241,VERB ENDURASCP TM DRK PRL PPAF,,,,,,,,,
2015,409241,VERB ENDURASCP TM DRK PRL PPAF,,,,,,,,,
2015,409231,VERB ENDURASCP TM HOT PNK PPAF,,,,,,,,,
2015,409231,VERB ENDURASCP TM HOT PNK PPAF,,,,,,,,,
2015,409221,VERB ENDURASCP TM RED PPAF,,,,,,,,,
2015,409221,VERB ENDURASCP TM RED PPAF,,,,,,,,,
2015,409261,VERONICA MDY BLUES LT BLU PPAF,,,,,,,,,
2015,409261,VERONICA MDY BLUES LT BLU PPAF,,,,,,,,,
2015,409261,VERONICA MDY BLUES LT BLU PPAF,,,,,,,,,
2015,409271,VERONICA MDY BLUES MAUVE PPAF,,,,,,,,,
2015,409271,VERONICA MDY BLUES MAUVE PPAF,,,,,,,,,
2015,409271,VERONICA MDY BLUES MAUVE PPAF,,,,,,,,,
2015,409251,VERONICA MDY BLUES PINK PPAF,,,,,,,,,
2015,409251,VERONICA MDY BLUES PINK PPAF,,,,,,,,,
2015,409251,VERONICA MDY BLUES PINK PPAF,,,,,,,,,
2015,412901,VIOLA MGNFI SCNT TM SNY JM PAF,,,,,,,,,
2015,409972,WEIGELA F COCO KRUNCH TM PPAF,,,,,,,,,
2015,409972,WEIGELA F COCO KRUNCH TM PPAF,,,,,,,,,
2015,407362S,WEIGELA SONIC BLOOM TM PRL PAF,,,,,,,,,
2015,413061,YUCCA HAR NANA,,,,,,,,,
